,id_peli,titulo,año,pais,tipo,puntuacion,votos,decada,genero
4698,1047,El club de los poetas muertos,1989,Estados Unidos,Película,7.62,115587,1980,Colegios & Universidad
4699,1047,El club de los poetas muertos,1989,Estados Unidos,Película,7.62,115587,1980,Enseñanza
4700,1047,El club de los poetas muertos,1989,Estados Unidos,Película,7.62,115587,1980,Años 50
4701,1047,El club de los poetas muertos,1989,Estados Unidos,Película,7.62,115587,1980,Literatura
4702,1048,L.A. Confidential,1997,Estados Unidos,Película,7.71,75942,1990,Intriga
4703,1048,L.A. Confidential,1997,Estados Unidos,Película,7.71,75942,1990,Crimen
4704,1048,L.A. Confidential,1997,Estados Unidos,Película,7.71,75942,1990,Años 50
4705,1048,L.A. Confidential,1997,Estados Unidos,Película,7.71,75942,1990,Neo-noir
4706,1048,L.A. Confidential,1997,Estados Unidos,Película,7.71,75942,1990,Cine negro
4707,1049,Indiana Jones y el reino de la calavera de cristal,2008,Estados Unidos,Película,5.45,72954,2000,Acción
4708,1049,Indiana Jones y el reino de la calavera de cristal,2008,Estados Unidos,Película,5.45,72954,2000,Aventuras
4709,1049,Indiana Jones y el reino de la calavera de cristal,2008,Estados Unidos,Película,5.45,72954,2000,Ciencia ficción
4710,1049,Indiana Jones y el reino de la calavera de cristal,2008,Estados Unidos,Película,5.45,72954,2000,Secuela
4711,1049,Indiana Jones y el reino de la calavera de cristal,2008,Estados Unidos,Película,5.45,72954,2000,Años 50
4712,1049,Indiana Jones y el reino de la calavera de cristal,2008,Estados Unidos,Película,5.45,72954,2000,Guerra Fría
4713,1050,Diarios de motocicleta,2004,Argentina,Película,7.28,51601,2000,Drama
4714,1050,Diarios de motocicleta,2004,Argentina,Película,7.28,51601,2000,Biográfico
4715,1050,Diarios de motocicleta,2004,Argentina,Película,7.28,51601,2000,Aventuras
4716,1050,Diarios de motocicleta,2004,Argentina,Película,7.28,51601,2000,Años 50
4717,1050,Diarios de motocicleta,2004,Argentina,Película,7.28,51601,2000,Road Movie
4718,1051,El árbol de la vida,2011,Estados Unidos,Película,5.91,50715,2010,Drama
4719,1051,El árbol de la vida,2011,Estados Unidos,Película,5.91,50715,2010,Infancia
4720,1051,El árbol de la vida,2011,Estados Unidos,Película,5.91,50715,2010,Familia
4721,1051,El árbol de la vida,2011,Estados Unidos,Película,5.91,50715,2010,Años 50
4722,1052,The Reader (El lector),2008,Estados Unidos,Película,7.22,48824,2000,Drama
4723,1052,The Reader (El lector),2008,Estados Unidos,Película,7.22,48824,2000,Romance
4724,1052,The Reader (El lector),2008,Estados Unidos,Película,7.22,48824,2000,Años 60
4725,1052,The Reader (El lector),2008,Estados Unidos,Película,7.22,48824,2000,Años 70
4726,1052,The Reader (El lector),2008,Estados Unidos,Película,7.22,48824,2000,Nazismo
4727,1052,The Reader (El lector),2008,Estados Unidos,Película,7.22,48824,2000,Años 90
4728,1052,The Reader (El lector),2008,Estados Unidos,Película,7.22,48824,2000,Años 80
4729,1052,The Reader (El lector),2008,Estados Unidos,Película,7.22,48824,2000,Años 50
4730,1052,The Reader (El lector),2008,Estados Unidos,Película,7.22,48824,2000,Literatura
4731,1052,The Reader (El lector),2008,Estados Unidos,Película,7.22,48824,2000,Holocausto
4732,1053,Mi vecino Totoro,1988,Japón,Película,7.68,45998,1980,Película de culto
4733,1053,Mi vecino Totoro,1988,Japón,Película,7.68,45998,1980,Infancia
4734,1053,Mi vecino Totoro,1988,Japón,Película,7.68,45998,1980,Animación
4735,1053,Mi vecino Totoro,1988,Japón,Película,7.68,45998,1980,Fantástico
4736,1053,Mi vecino Totoro,1988,Japón,Película,7.68,45998,1980,Infantil
4737,1053,Mi vecino Totoro,1988,Japón,Película,7.68,45998,1980,Cine familiar
4738,1053,Mi vecino Totoro,1988,Japón,Película,7.68,45998,1980,Años 50
4739,1053,Mi vecino Totoro,1988,Japón,Película,7.68,45998,1980,Vida rural
4740,1053,Mi vecino Totoro,1988,Japón,Película,7.68,45998,1980,Realismo mágico
4741,1054,Revolutionary Road,2008,Estados Unidos,Película,6.94,45072,2000,Drama
4742,1054,Revolutionary Road,2008,Estados Unidos,Película,6.94,45072,2000,Romance
4743,1054,Revolutionary Road,2008,Estados Unidos,Película,6.94,45072,2000,Años 50
4744,1055,Ed Wood,1994,Estados Unidos,Película,7.46,44196,1990,Drama
4745,1055,Ed Wood,1994,Estados Unidos,Película,7.46,44196,1990,Película de culto
4746,1055,Ed Wood,1994,Estados Unidos,Película,7.46,44196,1990,Biográfico
4747,1055,Ed Wood,1994,Estados Unidos,Película,7.46,44196,1990,Comedia
4748,1055,Ed Wood,1994,Estados Unidos,Película,7.46,44196,1990,Cine dentro del cine
4749,1055,Ed Wood,1994,Estados Unidos,Película,7.46,44196,1990,Comedia negra
4750,1055,Ed Wood,1994,Estados Unidos,Película,7.46,44196,1990,Años 50
4751,1056,El puente de los espías,2015,Estados Unidos,Película,6.83,37643,2010,Thriller
4752,1056,El puente de los espías,2015,Estados Unidos,Película,6.83,37643,2010,Drama
4753,1056,El puente de los espías,2015,Estados Unidos,Película,6.83,37643,2010,Basado en hechos reales
4754,1056,El puente de los espías,2015,Estados Unidos,Película,6.83,37643,2010,Espionaje
4755,1056,El puente de los espías,2015,Estados Unidos,Película,6.83,37643,2010,Drama judicial / Abogados/as
4756,1056,El puente de los espías,2015,Estados Unidos,Película,6.83,37643,2010,Años 50
4757,1056,El puente de los espías,2015,Estados Unidos,Película,6.83,37643,2010,Guerra Fría
4758,1057,"Buenas noches, y buena suerte",2005,Estados Unidos,Película,6.8,31557,2000,Drama
4759,1057,"Buenas noches, y buena suerte",2005,Estados Unidos,Película,6.8,31557,2000,Basado en hechos reales
4760,1057,"Buenas noches, y buena suerte",2005,Estados Unidos,Película,6.8,31557,2000,Política
4761,1057,"Buenas noches, y buena suerte",2005,Estados Unidos,Película,6.8,31557,2000,Periodismo
4762,1057,"Buenas noches, y buena suerte",2005,Estados Unidos,Película,6.8,31557,2000,Años 50
4763,1057,"Buenas noches, y buena suerte",2005,Estados Unidos,Película,6.8,31557,2000,Televisión
4764,1058,El talento de Mr. Ripley,1999,Estados Unidos,Película,6.79,29408,1990,Thriller
4765,1058,El talento de Mr. Ripley,1999,Estados Unidos,Película,6.79,29408,1990,Drama
4766,1058,El talento de Mr. Ripley,1999,Estados Unidos,Película,6.79,29408,1990,Intriga
4767,1058,El talento de Mr. Ripley,1999,Estados Unidos,Película,6.79,29408,1990,Crimen
4768,1058,El talento de Mr. Ripley,1999,Estados Unidos,Película,6.79,29408,1990,Thriller psicológico
4769,1058,El talento de Mr. Ripley,1999,Estados Unidos,Película,6.79,29408,1990,Remake
4770,1058,El talento de Mr. Ripley,1999,Estados Unidos,Película,6.79,29408,1990,Policíaco
4771,1058,El talento de Mr. Ripley,1999,Estados Unidos,Película,6.79,29408,1990,Años 50
4772,1058,El talento de Mr. Ripley,1999,Estados Unidos,Película,6.79,29408,1990,Celos
4773,1059,El cartero (y Pablo Neruda),1994,Italia,Película,7.38,26498,1990,Drama
4774,1059,El cartero (y Pablo Neruda),1994,Italia,Película,7.38,26498,1990,Romance
4775,1059,El cartero (y Pablo Neruda),1994,Italia,Película,7.38,26498,1990,Amistad
4776,1059,El cartero (y Pablo Neruda),1994,Italia,Película,7.38,26498,1990,Comedia
4777,1059,El cartero (y Pablo Neruda),1994,Italia,Película,7.38,26498,1990,Años 50
4778,1059,El cartero (y Pablo Neruda),1994,Italia,Película,7.38,26498,1990,Vida rural
4779,1059,El cartero (y Pablo Neruda),1994,Italia,Película,7.38,26498,1990,Literatura
4780,1060,En la cuerda floja,2005,Estados Unidos,Película,7.01,26370,2000,Drama
4781,1060,En la cuerda floja,2005,Estados Unidos,Película,7.01,26370,2000,Romance
4782,1060,En la cuerda floja,2005,Estados Unidos,Película,7.01,26370,2000,Biográfico
4783,1060,En la cuerda floja,2005,Estados Unidos,Película,7.01,26370,2000,Musical
4784,1060,En la cuerda floja,2005,Estados Unidos,Película,7.01,26370,2000,Años 60
4785,1060,En la cuerda floja,2005,Estados Unidos,Película,7.01,26370,2000,Drogas
4786,1060,En la cuerda floja,2005,Estados Unidos,Película,7.01,26370,2000,Años 50
4787,1060,En la cuerda floja,2005,Estados Unidos,Película,7.01,26370,2000,Música
4788,1061,Truman Capote,2005,Estados Unidos,Película,6.59,25595,2000,Drama
4789,1061,Truman Capote,2005,Estados Unidos,Película,6.59,25595,2000,Biográfico
4790,1061,Truman Capote,2005,Estados Unidos,Película,6.59,25595,2000,Años 60
4791,1061,Truman Capote,2005,Estados Unidos,Película,6.59,25595,2000,Crimen
4792,1061,Truman Capote,2005,Estados Unidos,Película,6.59,25595,2000,Años 50
4793,1061,Truman Capote,2005,Estados Unidos,Película,6.59,25595,2000,Literatura
4794,1062,Che: El argentino,2008,Estados Unidos,Película,6.58,25106,2000,Acción
4795,1062,Che: El argentino,2008,Estados Unidos,Película,6.58,25106,2000,Drama
4796,1062,Che: El argentino,2008,Estados Unidos,Película,6.58,25106,2000,Biográfico
4797,1062,Che: El argentino,2008,Estados Unidos,Película,6.58,25106,2000,Años 50
4798,1062,Che: El argentino,2008,Estados Unidos,Película,6.58,25106,2000,Revolución Cubana
4799,1063,El mayordomo,2013,Estados Unidos,Película,6.61,25072,2010,Drama
4800,1063,El mayordomo,2013,Estados Unidos,Película,6.61,25072,2010,Basado en hechos reales
4801,1063,El mayordomo,2013,Estados Unidos,Película,6.61,25072,2010,Racismo
4802,1063,El mayordomo,2013,Estados Unidos,Película,6.61,25072,2010,Años 60
4803,1063,El mayordomo,2013,Estados Unidos,Película,6.61,25072,2010,Años 70
4804,1063,El mayordomo,2013,Estados Unidos,Película,6.61,25072,2010,Años 80
4805,1063,El mayordomo,2013,Estados Unidos,Película,6.61,25072,2010,Años 50
4806,1063,El mayordomo,2013,Estados Unidos,Película,6.61,25072,2010,Histórico
4807,1064,Sucker Punch,2011,Estados Unidos,Película,5.29,24809,2010,Thriller
4808,1064,Sucker Punch,2011,Estados Unidos,Película,5.29,24809,2010,Acción
4809,1064,Sucker Punch,2011,Estados Unidos,Película,5.29,24809,2010,Fantástico
4810,1064,Sucker Punch,2011,Estados Unidos,Película,5.29,24809,2010,Steampunk
4811,1064,Sucker Punch,2011,Estados Unidos,Película,5.29,24809,2010,Thriller psicológico
4812,1064,Sucker Punch,2011,Estados Unidos,Película,5.29,24809,2010,Prostitución
4813,1064,Sucker Punch,2011,Estados Unidos,Película,5.29,24809,2010,Años 50
4814,1064,Sucker Punch,2011,Estados Unidos,Película,5.29,24809,2010,Surrealismo
4815,1065,La sonrisa de Mona Lisa,2003,Estados Unidos,Película,5.51,23897,2000,Drama
4816,1065,La sonrisa de Mona Lisa,2003,Estados Unidos,Película,5.51,23897,2000,Comedia
4817,1065,La sonrisa de Mona Lisa,2003,Estados Unidos,Película,5.51,23897,2000,Colegios & Universidad
4818,1065,La sonrisa de Mona Lisa,2003,Estados Unidos,Película,5.51,23897,2000,Enseñanza
4819,1065,La sonrisa de Mona Lisa,2003,Estados Unidos,Película,5.51,23897,2000,Feminismo
4820,1065,La sonrisa de Mona Lisa,2003,Estados Unidos,Película,5.51,23897,2000,Años 50
4821,1066,El corazón del ángel,1987,Estados Unidos,Película,7.06,20348,1980,Thriller
4822,1066,El corazón del ángel,1987,Estados Unidos,Película,7.06,20348,1980,Película de culto
4823,1066,El corazón del ángel,1987,Estados Unidos,Película,7.06,20348,1980,Religión
4824,1066,El corazón del ángel,1987,Estados Unidos,Película,7.06,20348,1980,Fantástico
4825,1066,El corazón del ángel,1987,Estados Unidos,Película,7.06,20348,1980,Terror
4826,1066,El corazón del ángel,1987,Estados Unidos,Película,7.06,20348,1980,Intriga
4827,1066,El corazón del ángel,1987,Estados Unidos,Película,7.06,20348,1980,Años 50
4828,1066,El corazón del ángel,1987,Estados Unidos,Película,7.06,20348,1980,Drama sureño
4829,1066,El corazón del ángel,1987,Estados Unidos,Película,7.06,20348,1980,Neo-noir
4830,1066,El corazón del ángel,1987,Estados Unidos,Película,7.06,20348,1980,Cine negro
4831,1066,El corazón del ángel,1987,Estados Unidos,Película,7.06,20348,1980,Vudú
4832,1067,Carol,2015,Reino Unido,Película,6.95,20189,2010,Drama
4833,1067,Carol,2015,Reino Unido,Película,6.95,20189,2010,Melodrama
4834,1067,Carol,2015,Reino Unido,Película,6.95,20189,2010,Romance
4835,1067,Carol,2015,Reino Unido,Película,6.95,20189,2010,Drama romántico
4836,1067,Carol,2015,Reino Unido,Película,6.95,20189,2010,Homosexualidad
4837,1067,Carol,2015,Reino Unido,Película,6.95,20189,2010,Años 50
4838,1067,Carol,2015,Reino Unido,Película,6.95,20189,2010,Nochevieja / Año nuevo
4839,1068,El gigante de hierro,1999,Estados Unidos,Película,7.16,19643,1990,Amistad
4840,1068,El gigante de hierro,1999,Estados Unidos,Película,7.16,19643,1990,Animación
4841,1068,El gigante de hierro,1999,Estados Unidos,Película,7.16,19643,1990,Ciencia ficción
4842,1068,El gigante de hierro,1999,Estados Unidos,Película,7.16,19643,1990,Infantil
4843,1068,El gigante de hierro,1999,Estados Unidos,Película,7.16,19643,1990,Robots
4844,1068,El gigante de hierro,1999,Estados Unidos,Película,7.16,19643,1990,Años 50
4845,1068,El gigante de hierro,1999,Estados Unidos,Película,7.16,19643,1990,Vida rural (Norteamérica)
4846,1068,El gigante de hierro,1999,Estados Unidos,Película,7.16,19643,1990,Guerra Fría
4847,1069,Lo que queda del día,1993,Reino Unido,Película,7.53,19198,1990,Drama
4848,1069,Lo que queda del día,1993,Reino Unido,Película,7.53,19198,1990,Romance
4849,1069,Lo que queda del día,1993,Reino Unido,Película,7.53,19198,1990,Años 50
4850,1070,Hitchcock,2012,Estados Unidos,Película,6.18,18435,2010,Drama
4851,1070,Hitchcock,2012,Estados Unidos,Película,6.18,18435,2010,Biográfico
4852,1070,Hitchcock,2012,Estados Unidos,Película,6.18,18435,2010,Años 60
4853,1070,Hitchcock,2012,Estados Unidos,Película,6.18,18435,2010,Cine dentro del cine
4854,1070,Hitchcock,2012,Estados Unidos,Película,6.18,18435,2010,Años 50
4855,1071,Big Eyes,2014,Estados Unidos,Película,6.11,17426,2010,Drama
4856,1071,Big Eyes,2014,Estados Unidos,Película,6.11,17426,2010,Basado en hechos reales
4857,1071,Big Eyes,2014,Estados Unidos,Película,6.11,17426,2010,Biográfico
4858,1071,Big Eyes,2014,Estados Unidos,Película,6.11,17426,2010,Años 60
4859,1071,Big Eyes,2014,Estados Unidos,Película,6.11,17426,2010,Años 50
4860,1071,Big Eyes,2014,Estados Unidos,Película,6.11,17426,2010,Pintura
4861,1072,"¡Ave, César!",2016,Estados Unidos,Película,5.37,16813,2010,Secuestros / Desapariciones
4862,1072,"¡Ave, César!",2016,Estados Unidos,Película,5.37,16813,2010,Comedia
4863,1072,"¡Ave, César!",2016,Estados Unidos,Película,5.37,16813,2010,Cine dentro del cine
4864,1072,"¡Ave, César!",2016,Estados Unidos,Película,5.37,16813,2010,Años 50
4865,1073,El hilo invisible,2017,Estados Unidos,Película,6.75,14822,2010,Drama
4866,1073,El hilo invisible,2017,Estados Unidos,Película,6.75,14822,2010,Romance
4867,1073,El hilo invisible,2017,Estados Unidos,Película,6.75,14822,2010,Años 50
4868,1073,El hilo invisible,2017,Estados Unidos,Película,6.75,14822,2010,Nochevieja / Año nuevo
4869,1073,El hilo invisible,2017,Estados Unidos,Película,6.75,14822,2010,Moda
4870,1074,Cold War,2018,Polonia,Película,7.13,14164,2010,Drama
4871,1074,Cold War,2018,Polonia,Película,7.13,14164,2010,Romance
4872,1074,Cold War,2018,Polonia,Película,7.13,14164,2010,Drama romántico
4873,1074,Cold War,2018,Polonia,Película,7.13,14164,2010,Años 60
4874,1074,Cold War,2018,Polonia,Película,7.13,14164,2010,Años 50
4875,1074,Cold War,2018,Polonia,Película,7.13,14164,2010,Baile
4876,1074,Cold War,2018,Polonia,Película,7.13,14164,2010,Música
4877,1074,Cold War,2018,Polonia,Película,7.13,14164,2010,Guerra Fría
4878,1075,La vida en rosa,2007,Francia,Película,7.06,13238,2000,Drama
4879,1075,La vida en rosa,2007,Francia,Película,7.06,13238,2000,Biográfico
4880,1075,La vida en rosa,2007,Francia,Película,7.06,13238,2000,Musical
4881,1075,La vida en rosa,2007,Francia,Película,7.06,13238,2000,Años 60
4882,1075,La vida en rosa,2007,Francia,Película,7.06,13238,2000,Años 50
4883,1076,Pleasantville,1998,Estados Unidos,Película,6.79,13191,1990,Drama
4884,1076,Pleasantville,1998,Estados Unidos,Película,6.79,13191,1990,Romance
4885,1076,Pleasantville,1998,Estados Unidos,Película,6.79,13191,1990,Fantástico
4886,1076,Pleasantville,1998,Estados Unidos,Película,6.79,13191,1990,Comedia
4887,1076,Pleasantville,1998,Estados Unidos,Película,6.79,13191,1990,Años 50
4888,1076,Pleasantville,1998,Estados Unidos,Película,6.79,13191,1990,Vida rural (Norteamérica)
4889,1077,El camino a casa,1999,China,Película,7.75,12868,1990,Drama
4890,1077,El camino a casa,1999,China,Película,7.75,12868,1990,Romance
4891,1077,El camino a casa,1999,China,Película,7.75,12868,1990,Drama romántico
4892,1077,El camino a casa,1999,China,Película,7.75,12868,1990,Años 50
4893,1077,El camino a casa,1999,China,Película,7.75,12868,1990,Vida rural
4894,1078,Musarañas,2014,España,Película,6.14,12428,2010,Thriller
4895,1078,Musarañas,2014,España,Película,6.14,12428,2010,Drama
4896,1078,Musarañas,2014,España,Película,6.14,12428,2010,Terror
4897,1078,Musarañas,2014,España,Película,6.14,12428,2010,Familia
4898,1078,Musarañas,2014,España,Película,6.14,12428,2010,Thriller psicológico
4899,1078,Musarañas,2014,España,Película,6.14,12428,2010,Años 50
4900,1079,Forrest Gump,1994,Estados Unidos,Película,8.18,198361,1990,Drama
4901,1079,Forrest Gump,1994,Estados Unidos,Película,8.18,198361,1990,Película de culto
4902,1079,Forrest Gump,1994,Estados Unidos,Película,8.18,198361,1990,Romance
4903,1079,Forrest Gump,1994,Estados Unidos,Película,8.18,198361,1990,Discapacidad
4904,1079,Forrest Gump,1994,Estados Unidos,Película,8.18,198361,1990,Comedia
4905,1079,Forrest Gump,1994,Estados Unidos,Película,8.18,198361,1990,Años 60
4906,1079,Forrest Gump,1994,Estados Unidos,Película,8.18,198361,1990,Años 70
4907,1079,Forrest Gump,1994,Estados Unidos,Película,8.18,198361,1990,Comedia dramática
4908,1079,Forrest Gump,1994,Estados Unidos,Película,8.18,198361,1990,Guerra de Vietnam
4909,1079,Forrest Gump,1994,Estados Unidos,Película,8.18,198361,1990,Nochevieja / Año nuevo
4910,1079,Forrest Gump,1994,Estados Unidos,Película,8.18,198361,1990,Ping-pong
4911,1080,Atrápame si puedes,2002,Estados Unidos,Película,7.28,84911,2000,Drama
4912,1080,Atrápame si puedes,2002,Estados Unidos,Película,7.28,84911,2000,Basado en hechos reales
4913,1080,Atrápame si puedes,2002,Estados Unidos,Película,7.28,84911,2000,Comedia
4914,1080,Atrápame si puedes,2002,Estados Unidos,Película,7.28,84911,2000,Años 60
4915,1080,Atrápame si puedes,2002,Estados Unidos,Película,7.28,84911,2000,Años 70
4916,1080,Atrápame si puedes,2002,Estados Unidos,Película,7.28,84911,2000,Robos & Atracos
4917,1081,Brokeback Mountain (En terreno vedado),2005,Estados Unidos,Película,7.03,76587,2000,Drama
4918,1081,Brokeback Mountain (En terreno vedado),2005,Estados Unidos,Película,7.03,76587,2000,Romance
4919,1081,Brokeback Mountain (En terreno vedado),2005,Estados Unidos,Película,7.03,76587,2000,Drama romántico
4920,1081,Brokeback Mountain (En terreno vedado),2005,Estados Unidos,Película,7.03,76587,2000,Años 60
4921,1081,Brokeback Mountain (En terreno vedado),2005,Estados Unidos,Película,7.03,76587,2000,Homosexualidad
4922,1081,Brokeback Mountain (En terreno vedado),2005,Estados Unidos,Película,7.03,76587,2000,Vida rural (Norteamérica)
4923,1082,American Gangster,2007,Estados Unidos,Película,7.56,75019,2000,Thriller
4924,1082,American Gangster,2007,Estados Unidos,Película,7.56,75019,2000,Drama
4925,1082,American Gangster,2007,Estados Unidos,Película,7.56,75019,2000,Basado en hechos reales
4926,1082,American Gangster,2007,Estados Unidos,Película,7.56,75019,2000,Años 60
4927,1082,American Gangster,2007,Estados Unidos,Película,7.56,75019,2000,Años 70
4928,1082,American Gangster,2007,Estados Unidos,Película,7.56,75019,2000,Drogas
4929,1082,American Gangster,2007,Estados Unidos,Película,7.56,75019,2000,Neo-noir
4930,1082,American Gangster,2007,Estados Unidos,Película,7.56,75019,2000,Mafia
4931,1083,Zodiac,2007,Estados Unidos,Película,6.8,65873,2000,Thriller
4932,1083,Zodiac,2007,Estados Unidos,Película,6.8,65873,2000,Basado en hechos reales
4933,1083,Zodiac,2007,Estados Unidos,Película,6.8,65873,2000,Años 60
4934,1083,Zodiac,2007,Estados Unidos,Película,6.8,65873,2000,Años 70
4935,1083,Zodiac,2007,Estados Unidos,Película,6.8,65873,2000,Intriga
4936,1083,Zodiac,2007,Estados Unidos,Película,6.8,65873,2000,Crimen
4937,1083,Zodiac,2007,Estados Unidos,Película,6.8,65873,2000,Asesinos en serie
4938,1083,Zodiac,2007,Estados Unidos,Película,6.8,65873,2000,Años 80
4939,1084,X-Men: Primera generación,2011,Estados Unidos,Película,6.78,62475,2010,Acción
4940,1084,X-Men: Primera generación,2011,Estados Unidos,Película,6.78,62475,2010,Aventuras
4941,1084,X-Men: Primera generación,2011,Estados Unidos,Película,6.78,62475,2010,Ciencia ficción
4942,1084,X-Men: Primera generación,2011,Estados Unidos,Película,6.78,62475,2010,Fantástico
4943,1084,X-Men: Primera generación,2011,Estados Unidos,Película,6.78,62475,2010,Precuela
4944,1084,X-Men: Primera generación,2011,Estados Unidos,Película,6.78,62475,2010,Superhéroes
4945,1084,X-Men: Primera generación,2011,Estados Unidos,Película,6.78,62475,2010,Cómic
4946,1084,X-Men: Primera generación,2011,Estados Unidos,Película,6.78,62475,2010,Marvel Comics
4947,1084,X-Men: Primera generación,2011,Estados Unidos,Película,6.78,62475,2010,Años 60
4948,1084,X-Men: Primera generación,2011,Estados Unidos,Película,6.78,62475,2010,Guerra Fría
4949,1085,Érase una vez en... Hollywood,2019,Estados Unidos,Película,7.06,46864,2010,Thriller
4950,1085,Érase una vez en... Hollywood,2019,Estados Unidos,Película,7.06,46864,2010,Drama
4951,1085,Érase una vez en... Hollywood,2019,Estados Unidos,Película,7.06,46864,2010,Comedia
4952,1085,Érase una vez en... Hollywood,2019,Estados Unidos,Película,7.06,46864,2010,Años 60
4953,1085,Érase una vez en... Hollywood,2019,Estados Unidos,Película,7.06,46864,2010,Cine dentro del cine
4954,1085,Érase una vez en... Hollywood,2019,Estados Unidos,Película,7.06,46864,2010,Crimen
4955,1085,Érase una vez en... Hollywood,2019,Estados Unidos,Película,7.06,46864,2010,Comedia negra
4956,1086,La teoría del todo,2014,Reino Unido,Película,7.04,45453,2010,Drama
4957,1086,La teoría del todo,2014,Reino Unido,Película,7.04,45453,2010,Drama romántico
4958,1086,La teoría del todo,2014,Reino Unido,Película,7.04,45453,2010,Enfermedad
4959,1086,La teoría del todo,2014,Reino Unido,Película,7.04,45453,2010,Discapacidad
4960,1086,La teoría del todo,2014,Reino Unido,Película,7.04,45453,2010,Biográfico
4961,1086,La teoría del todo,2014,Reino Unido,Película,7.04,45453,2010,Años 60
4962,1086,La teoría del todo,2014,Reino Unido,Película,7.04,45453,2010,Matemáticas
4963,1087,La forma del agua,2017,Estados Unidos,Película,6.46,41988,2010,Thriller
4964,1087,La forma del agua,2017,Estados Unidos,Película,6.46,41988,2010,Drama
4965,1087,La forma del agua,2017,Estados Unidos,Película,6.46,41988,2010,Romance
4966,1087,La forma del agua,2017,Estados Unidos,Película,6.46,41988,2010,Fantástico
4967,1087,La forma del agua,2017,Estados Unidos,Película,6.46,41988,2010,Años 60
4968,1088,Una historia del Bronx (A Bronx Tale),1993,Estados Unidos,Película,7.79,41850,1990,Drama
4969,1088,Una historia del Bronx (A Bronx Tale),1993,Estados Unidos,Película,7.79,41850,1990,Racismo
4970,1088,Una historia del Bronx (A Bronx Tale),1993,Estados Unidos,Película,7.79,41850,1990,Años 60
4971,1088,Una historia del Bronx (A Bronx Tale),1993,Estados Unidos,Película,7.79,41850,1990,Bandas/pandillas callejeras
4972,1088,Una historia del Bronx (A Bronx Tale),1993,Estados Unidos,Película,7.79,41850,1990,Mafia
4973,1089,Los santos inocentes,1984,España,Película,8.13,40742,1980,Drama
4974,1089,Los santos inocentes,1984,España,Película,8.13,40742,1980,Años 60
4975,1089,Los santos inocentes,1984,España,Película,8.13,40742,1980,Drama social
4976,1089,Los santos inocentes,1984,España,Película,8.13,40742,1980,Caza
4977,1089,Los santos inocentes,1984,España,Película,8.13,40742,1980,Vida rural
4978,1090,Deseando amar,2000,Hong Kong,Película,7.79,36605,2000,Drama
4979,1090,Deseando amar,2000,Hong Kong,Película,7.79,36605,2000,Película de culto
4980,1090,Deseando amar,2000,Hong Kong,Película,7.79,36605,2000,Romance
4981,1090,Deseando amar,2000,Hong Kong,Película,7.79,36605,2000,Drama romántico
4982,1090,Deseando amar,2000,Hong Kong,Película,7.79,36605,2000,Años 60
4983,1091,Men In Black 3 (Hombres de negro III),2012,Estados Unidos,Película,5.74,35991,2010,Acción
4984,1091,Men In Black 3 (Hombres de negro III),2012,Estados Unidos,Película,5.74,35991,2010,3-D
4985,1091,Men In Black 3 (Hombres de negro III),2012,Estados Unidos,Película,5.74,35991,2010,Ciencia ficción
4986,1091,Men In Black 3 (Hombres de negro III),2012,Estados Unidos,Película,5.74,35991,2010,Extraterrestres
4987,1091,Men In Black 3 (Hombres de negro III),2012,Estados Unidos,Película,5.74,35991,2010,Comedia
4988,1091,Men In Black 3 (Hombres de negro III),2012,Estados Unidos,Película,5.74,35991,2010,Secuela
4989,1091,Men In Black 3 (Hombres de negro III),2012,Estados Unidos,Película,5.74,35991,2010,Cómic
4990,1091,Men In Black 3 (Hombres de negro III),2012,Estados Unidos,Película,5.74,35991,2010,Marvel Comics
4991,1091,Men In Black 3 (Hombres de negro III),2012,Estados Unidos,Película,5.74,35991,2010,Años 60
4992,1091,Men In Black 3 (Hombres de negro III),2012,Estados Unidos,Película,5.74,35991,2010,Viajes en el tiempo
4993,1091,Men In Black 3 (Hombres de negro III),2012,Estados Unidos,Película,5.74,35991,2010,Buddy Film
4994,1092,Fuga de Alcatraz,1979,Estados Unidos,Película,7.6,32801,1970,Acción
4995,1092,Fuga de Alcatraz,1979,Estados Unidos,Película,7.6,32801,1970,Drama
4996,1092,Fuga de Alcatraz,1979,Estados Unidos,Película,7.6,32801,1970,Basado en hechos reales
4997,1092,Fuga de Alcatraz,1979,Estados Unidos,Película,7.6,32801,1970,Años 60
4998,1092,Fuga de Alcatraz,1979,Estados Unidos,Película,7.6,32801,1970,Drama carcelario
4999,1093,Un mundo perfecto,1993,Estados Unidos,Película,7.36,32789,1990,Drama
5000,1093,Un mundo perfecto,1993,Estados Unidos,Película,7.36,32789,1990,Secuestros / Desapariciones
5001,1093,Un mundo perfecto,1993,Estados Unidos,Película,7.36,32789,1990,Años 60
5002,1093,Un mundo perfecto,1993,Estados Unidos,Película,7.36,32789,1990,Intriga
5003,1093,Un mundo perfecto,1993,Estados Unidos,Película,7.36,32789,1990,Vida rural (Norteamérica)
5004,1093,Un mundo perfecto,1993,Estados Unidos,Película,7.36,32789,1990,Road Movie
5005,1096,Dolor y gloria,2019,España,Película,6.88,29057,2010,Drama
5006,1096,Dolor y gloria,2019,España,Película,6.88,29057,2010,Infancia
5007,1096,Dolor y gloria,2019,España,Película,6.88,29057,2010,Años 60
5008,1096,Dolor y gloria,2019,España,Película,6.88,29057,2010,Cine dentro del cine
