,id_peli,titulo,año,pais,tipo,puntuacion,votos,decada
1917,3227,Porky's,1981,Estados Unidos,Película,5.21,10547,1980
1918,3882,Evasión o victoria,1981,Estados Unidos,Película,6.56,20708,1980
1919,4194,1997: Rescate en Nueva York,1981,Estados Unidos,Película,6.11,28354,1980
1920,4671,El dragón del lago de fuego,1981,Estados Unidos,Película,5.85,1441,1980
1921,4880,Fuego en el cuerpo,1981,Estados Unidos,Película,7.1,15386,1980
1922,5118,Excalibur,1981,Reino Unido,Película,7.32,24977,1980
1923,5231,La fuga de Segovia,1981,España,Película,6.37,1486,1980
1924,5538,Bodas de sangre,1981,España,Película,6.54,1669,1980
1925,5739,Mad Max 2. El guerrero de la carretera,1981,Australia,Película,6.65,21958,1980
1926,5924,El cartero siempre llama dos veces,1981,Estados Unidos,Película,6.84,11353,1980
1927,6422,Halloween 2 (Halloween II: ¡Sanguinario!),1981,Estados Unidos,Película,5.34,3686,1980
1928,6664,Aullidos,1981,Estados Unidos,Película,6.06,4035,1980
1929,6696,Gallipoli,1981,Australia,Película,7.08,6609,1980
1930,6737,El submarino (Das Boot),1981,Alemania del Oeste (RFA),Película,7.72,21873,1980
1931,6898,Sólo para sus ojos,1981,Reino Unido,Película,5.91,5338,1980
1932,6903,Bruce Linito: Agente 003 y 1/2,1981,Filipinas,Película,4.35,125,1980
1933,7104,Kárate contra mafia,1981,España,Película,3.85,53,1980
1934,7380,El Gran Golpe de los Teleñecos,1981,Reino Unido,Película,5.63,439,1980
1935,7792,Los caballeros de la moto,1981,Estados Unidos,Película,4.78,409,1980
1936,7805,Los violadores,1981,España,Película,4.12,104,1980
1937,7951,Tod y Toby,1981,Estados Unidos,Película,6.25,11353,1980
1938,8203,La diva,1981,Francia,Película,6.5,338,1980
1939,8524,Heavy Metal,1981,Canadá,Película,6.38,4849,1980
1940,8581,Asesinando Norteamérica,1981,Estados Unidos,Película,7.13,105,1980
1941,8588,Rostros de la muerte II,1981,Estados Unidos,Película,4.03,38,1980
1942,8981,En busca del fuego,1981,Canadá,Película,7.24,12526,1980
1943,8988,Cavernícola,1981,Estados Unidos,Película,5.06,2143,1980
1944,9046,"Yo, Cristina F.",1981,Alemania del Oeste (RFA),Película,7.34,6561,1980
1945,9312,Agonía: La vida y muerte de Rasputín,1981,Unión Soviética (URSS),Película,6.8,162,1980
1946,9713,Veneno,1981,Reino Unido,Película,5.33,165,1980
1947,10331,Dos granujas en el Oeste,1981,Italia,Película,4.82,719,1980
1948,10482,Los héroes del tiempo,1981,Reino Unido,Película,6.18,5415,1980
1949,10855,El último tiburón,1981,Italia,Película,3.59,569,1980
1950,10982,Tiempo de revancha,1981,Argentina,Película,7.57,4367,1980
1951,11117,En el estanque dorado,1981,Estados Unidos,Película,7.31,6775,1980
1952,11386,Chicas con gancho,1981,Estados Unidos,Película,5.77,175,1980
1953,392,Veredicto final,1982,Estados Unidos,Película,7.38,12554,1980
1954,454,"Cinco días, un verano",1982,Estados Unidos,Película,5.83,317,1980
1955,572,E.T. el extraterrestre,1982,Estados Unidos,Película,7.47,152116,1980
1956,587,Oficial y caballero,1982,Estados Unidos,Película,6.03,56326,1980
1957,854,Fanny y Alexander,1982,Suecia,Película,7.9,16807,1980
1958,862,Fitzcarraldo,1982,Alemania del Oeste (RFA),Película,7.56,7467,1980
1959,1015,Gandhi,1982,Reino Unido,Película,7.36,39180,1980
1960,1389,Su mejor marca,1982,Estados Unidos,Película,5.61,161,1980
1961,1615,Aterriza como puedas II,1982,Estados Unidos,Película,5.31,8126,1980
1962,1668,Grease 2,1982,Estados Unidos,Película,2.79,5225,1980
1963,1808,Curso 1984,1982,Canadá,Película,5.78,1832,1980
1964,2157,Rocky III,1982,Estados Unidos,Película,5.86,22254,1980
1965,2311,El hombre de Río Nevado,1982,Australia,Película,5.71,272,1980
1966,2374,Poltergeist: fenómenos extraños,1982,Estados Unidos,Película,6.84,30947,1980
1967,2643,Koyaanisqatsi,1982,Estados Unidos,Película,7.75,4868,1980
1968,2793,Colegas,1982,España,Película,5.86,2946,1980
1969,3386,"Conan, el bárbaro",1982,Estados Unidos,Película,6.63,65822,1980
1970,3783,Blade Runner,1982,Estados Unidos,Película,8.12,133295,1980
1971,3796,TRON,1982,Estados Unidos,Película,6.46,17717,1980
1972,3965,Missing (Desaparecido),1982,Estados Unidos,Película,7.75,14291,1980
1973,4678,El vuelo de los dragones,1982,Estados Unidos,Película,7.13,978,1980
1974,4682,La serpiente voladora,1982,Estados Unidos,Película,4.75,652,1980
1975,5128,El señor de las bestias,1982,Estados Unidos,Película,5.4,6075,1980
1976,5302,La cosa (El enigma de otro mundo),1982,Estados Unidos,Película,7.28,47356,1980
1977,5487,El mundo según Garp,1982,Estados Unidos,Película,6.29,1071,1980
1978,5576,"Corre, gitano",1982,España,Película,5.13,48,1980
1979,5812,Tenebre,1982,Italia,Película,6.1,1866,1980
1980,5815,Mil gritos tiene la noche,1982,España,Película,5.18,1158,1980
1981,5819,El descuartizador de Nueva York,1982,Italia,Película,5.74,968,1980
1982,5930,El aventurero de medianoche,1982,Estados Unidos,Película,6.88,2709,1980
1983,6015,La plaza del Diamante,1982,España,Película,6.03,1174,1980
1984,6204,La leyenda del tambor,1982,España,Película,5.41,108,1980
1985,6317,Acorralado (Rambo),1982,Estados Unidos,Película,6.61,71344,1980
1986,6360,"Firefox, el arma definitiva",1982,Estados Unidos,Película,5.53,5857,1980
1987,6514,El año que vivimos peligrosamente,1982,Australia,Película,6.93,13688,1980
1988,6569,La decisión de Sophie,1982,Estados Unidos,Película,7.17,6770,1980
1989,6637,El café atómico,1982,Estados Unidos,Película,7.62,384,1980
1990,6678,"Buenas noches, señor monstruo",1982,España,Película,4.21,1356,1980
1991,7082,As de ases,1982,Francia,Película,5.44,193,1980
1992,7335,Cristal oscuro,1982,Estados Unidos,Película,6.99,15209,1980
1993,7652,Dünyayi kurtaran adam (Turkish Star Wars),1982,Turquía,Película,3.32,730,1980
1994,7802,The Loveless,1982,Estados Unidos,Película,5.56,170,1980
1995,8104,Diner,1982,Estados Unidos,Película,6.47,1173,1980
1996,8214,La Traviata,1982,Italia,Película,7.18,184,1980
1997,8355,Tras la pista de la Pantera Rosa,1982,Reino Unido,Película,5.54,1955,1980
1998,8519,Creepshow,1982,Estados Unidos,Película,6.24,7036,1980
1999,8903,La colmena,1982,España,Película,7.03,6892,1980
2000,8915,Demonios en el jardín,1982,España,Película,6.18,1017,1980
2001,9222,Danton,1982,Francia,Película,7.04,1538,1980
2002,9226,La noche de Varennes,1982,Italia,Película,6.8,735,1980
2003,9272,Antonieta,1982,España,Película,5.17,131,1980
2004,9290,Campanas rojas,1982,Unión Soviética (URSS),Película,5.78,32,1980
2005,9333,Alsino y el cóndor,1982,Nicaragua,Película,6.1,154,1980
2006,9391,"Nimh, el mundo secreto de la Sra. Brisby",1982,Estados Unidos,Película,6.92,2118,1980
2007,9568,"Basket Case ¿Dónde te escondes, hermano?",1982,Estados Unidos,Película,5.39,1920,1980
2008,10050,El contrato del dibujante,1982,Reino Unido,Película,6.81,1932,1980
2009,10262,Monty Python en Hollywood,1982,Reino Unido,Película,7.87,1575,1980
2010,10274,Mafalda (La película),1982,Argentina,Película,6.25,739,1980
2011,10370,El rey de la comedia,1982,Estados Unidos,Película,7.07,10115,1980
2012,10416,Star Trek II. La ira de Khan,1982,Estados Unidos,Película,6.38,5125,1980
2013,10585,Luau,1982,Estados Unidos,Película,2.41,135,1980
2014,10607,Pink Floyd: El muro,1982,Reino Unido,Película,7.75,23035,1980
2015,10625,Tootsie,1982,Estados Unidos,Película,7.06,39668,1980
2016,11366,2020: Los Rangers de Texas,1982,Italia,Película,3.32,72,1980
2017,876,Yentl,1983,Estados Unidos,Película,6.45,3641,1980
2018,956,Zelig,1983,Estados Unidos,Película,7.61,17017,1980
2019,1467,La guerra de las galaxias. Episodio VI: El retorno del Jedi,1983,Estados Unidos,Película,7.87,120487,1980
2020,1625,Elegidos para la gloria,1983,Estados Unidos,Película,6.8,4278,1980
2021,1644,Flashdance,1983,Estados Unidos,Película,5.81,45672,1980
2022,1786,La ley de la calle,1983,Estados Unidos,Película,7.31,16104,1980
2023,1788,Rebeldes,1983,Estados Unidos,Película,6.77,13252,1980
2024,2071,Entre pillos anda el juego,1983,Estados Unidos,Película,6.26,9667,1980
2025,2516,Pauline en la playa,1983,Francia,Película,7.17,4183,1980
2026,2531,Los bicivoladores,1983,Australia,Película,4.43,2499,1980
2027,2650,Sin sol (Sans soleil),1983,Francia,Película,7.81,2578,1980
2028,2784,El pico,1983,España,Película,6.69,9113,1980
2029,2812,Coto de caza,1983,España,Película,5.28,234,1980
2030,2819,Los jóvenes del barrio,1983,España,Película,6.82,159,1980
2031,2929,Christine,1983,Estados Unidos,Película,6.14,15968,1980
2032,3135,El sentido de la vida,1983,Reino Unido,Película,7.35,27781,1980
2033,3232,Risky Business,1983,Estados Unidos,Película,5.65,9897,1980
2034,3491,Hanna K.,1983,Francia,Película,6.52,279,1980
2035,3702,El precio del poder,1983,Estados Unidos,Película,8.21,88674,1980
2036,3841,Superman III,1983,Estados Unidos,Película,4.85,11433,1980
2037,4986,La fuerza del cariño,1983,Estados Unidos,Película,6.79,21150,1980
2038,5133,Krull,1983,Estados Unidos,Película,5.48,2652,1980
2039,5136,"Tygra, hielo y fuego",1983,Estados Unidos,Película,6.35,1818,1980
2040,5211,Vacanze di Natale,1983,Italia,Película,5.32,34,1980
2041,5230,La muerte de Mikel,1983,España,Película,5.89,1585,1980
2042,5540,Carmen,1983,España,Película,6.33,1324,1980
2043,5597,Bajo el fuego,1983,Estados Unidos,Película,6.74,2101,1980
2044,5711,La clave del éxito,1983,Estados Unidos,Película,4.7,822,1980
2045,5911,Videodrome,1983,Canadá,Película,6.65,12637,1980
2046,6333,Más allá del valor,1983,Estados Unidos,Película,5.15,1229,1980
2047,6375,Gorky Park,1983,Estados Unidos,Película,6.27,1737,1980
2048,6437,Halloween III: Season of the Witch (Halloween 3),1983,Estados Unidos,Película,3.96,2179,1980
2049,6470,Style Wars,1983,Estados Unidos,Película,7.7,607,1980
2050,6488,Wild Style,1983,Estados Unidos,Película,6.74,247,1980
2051,6602,Juegos de guerra,1983,Estados Unidos,Película,6.54,13728,1980
2052,6611,Silkwood,1983,Estados Unidos,Película,6.51,1900,1980
2053,6617,Hiroshima,1983,Japón,Película,7.35,1088,1980
2054,6621,Kamikaze 1999 (El último combate),1983,Francia,Película,6.12,885,1980
2055,6636,"2019, tras la caída de Nueva York",1983,Italia,Película,4.35,397,1980
2056,6706,Y la nave va,1983,Italia,Película,7.36,2198,1980
2057,6726,La gran ruta hacia China,1983,Estados Unidos,Película,5.53,632,1980
2058,6752,El Sur,1983,España,Película,7.76,14267,1980
2059,6887,Nunca digas nunca jamás,1983,Reino Unido,Película,5.99,7450,1980
2060,6888,Octopussy,1983,Reino Unido,Película,5.92,7139,1980
2061,7432,Bianca,1983,Italia,Película,6.78,379,1980
2062,7570,Una Navidad con Mickey,1983,Estados Unidos,Película,6.9,1588,1980
2063,7651,El E.T.E. y el Oto,1983,España,Película,2.01,753,1980
2064,7687,Badi (Turkish E.T.),1983,Turquía,Película,2.2,105,1980
2065,7814,El guerrero del mundo perdido,1983,Italia,Película,4.05,58,1980
2066,8078,La venganza del Ninja,1983,Estados Unidos,Película,3.92,402,1980
2067,8359,La maldición de la pantera rosa,1983,Reino Unido,Película,4.2,764,1980
2068,8520,En los límites de la realidad,1983,Estados Unidos,Película,6.39,6391,1980
2069,8638,Cujo,1983,Estados Unidos,Película,5.42,4077,1980
2070,8764,Los piratas del mar de China (Project A),1983,Hong Kong,Película,6.06,789,1980
2071,8868,La zona muerta,1983,Estados Unidos,Película,6.63,10341,1980
2072,9721,Muerte por espasmos (Mordisco mortal),1983,Canadá,Película,3.44,52,1980
2073,9958,La conquista de Albania,1983,España,Película,5.13,263,1980
2074,9969,Heroic Times,1983,Hungría,Película,6.57,35,1980
2075,10831,El gran tiburón (Tiburón 3),1983,Estados Unidos,Película,3.56,6372,1980
2076,11017,Vestida de azul,1983,España,Película,7.09,284,1980
2077,11069,La angustia del miedo,1983,Austria,Película,6.5,1294,1980
2078,11432,"Zu, guerreros de la montaña mágica",1983,Hong Kong,Película,5.17,284,1980
2079,139,"Karate Kid, el momento de la verdad",1984,Estados Unidos,Película,6.07,58763,1980
2080,315,"Greystoke, la leyenda de Tarzán",1984,Estados Unidos,Película,5.91,7214,1980
2081,351,La diagonal del loco,1984,Suiza,Película,6.53,368,1980
2082,425,Bajo el volcán,1984,Estados Unidos,Película,6.52,1251,1980
2083,588,Érase una vez en América,1984,Estados Unidos,Película,8.3,55131,1980
2084,963,Cotton Club,1984,Estados Unidos,Película,6.94,9936,1980
2085,974,Indiana Jones y el templo maldito,1984,Estados Unidos,Película,7.42,109174,1980
2086,1089,Los santos inocentes,1984,España,Película,8.13,40742,1980
2087,1257,Antonio Gaudí,1984,Japón,Película,6.59,200,1980
2088,1478,Dune,1984,Estados Unidos,Película,6.34,40879,1980
2089,1560,Birdy,1984,Estados Unidos,Película,6.99,5081,1980
2090,1662,Footloose,1984,Estados Unidos,Película,5.62,6470,1980
2091,1794,Calles de fuego,1984,Estados Unidos,Película,6.32,7891,1980
2092,1848,El mejor,1984,Estados Unidos,Película,6.58,4565,1980
2093,1915,La Biblia en pasta,1984,España,Película,4.5,467,1980
2094,1946,Amadeus,1984,Estados Unidos,Película,7.66,75603,1980
2095,2259,Superdetective en Hollywood,1984,Estados Unidos,Película,6.1,21421,1980
2096,2366,Los cazafantasmas,1984,Estados Unidos,Película,6.54,115299,1980
2097,2671,"Yo te saludo, María",1984,Francia,Película,6.03,1435,1980
2098,2682,La historia interminable,1984,Alemania del Oeste (RFA),Película,6.9,96545,1980
2099,2783,¿Qué he hecho yo para merecer esto!,1984,España,Película,7.12,15239,1980
2100,2788,El pico 2,1984,España,Película,6.36,4847,1980
2101,2800,"Fanny ""Pelopaja""",1984,España,Película,6.08,1320,1980
2102,2957,Repo Man (El recuperador),1984,Estados Unidos,Película,5.99,1825,1980
2103,3087,Pasaje a la India,1984,Reino Unido,Película,7.08,3827,1980
2104,3132,Top Secret!,1984,Estados Unidos,Película,7.14,32941,1980
2105,3165,Gremlins,1984,Estados Unidos,Película,6.59,104139,1980
2106,3293,Tras el corazón verde,1984,Estados Unidos,Película,6.31,46628,1980
2107,3419,Stop Making Sense,1984,Estados Unidos,Película,7.89,1087,1980
2108,3857,Supergirl,1984,Reino Unido,Película,3.35,3350,1980
2109,3947,En retirada,1984,Argentina,Película,5.82,77,1980
2110,4705,Los gritos del silencio,1984,Reino Unido,Película,7.55,14817,1980
2111,5121,"Conan, el destructor",1984,Estados Unidos,Película,5.6,14800,1980
2112,5198,Hot Dog...,1984,Estados Unidos,Película,3.61,148,1980
2113,5236,El caso Almería,1984,España,Película,6.22,1059,1980
2114,5255,Goma-2,1984,España,Película,3.9,261,1980
2115,5326,This is Spinal Tap,1984,Estados Unidos,Película,7.29,7720,1980
2116,5698,La revancha de los novatos,1984,Estados Unidos,Película,5.35,2505,1980
2117,5741,Nausicaä del Valle del Viento,1984,Japón,Película,7.63,19441,1980
2118,5848,Danza mortal,1984,Italia,Película,5.19,211,1980
2119,5931,En un lugar del corazón,1984,Estados Unidos,Película,6.67,1901,1980
2120,5993,Las bicicletas son para el verano,1984,España,Película,7.1,7219,1980
2121,6210,Los chicos de la guerra,1984,Argentina,Película,6.02,180,1980
2122,6323,Desaparecido en combate,1984,Estados Unidos,Película,3.92,3965,1980
2123,6472,Beat Street,1984,Estados Unidos,Película,6.38,536,1980
2124,6484,Breakin',1984,Estados Unidos,Película,5.4,278,1980
2125,6510,Reto al destino,1984,Estados Unidos,Película,5.67,60,1980
2126,6663,En compañía de lobos,1984,Reino Unido,Película,6.53,4349,1980
2127,6876,Cal,1984,Reino Unido,Película,6.32,214,1980
2128,7369,Los teleñecos conquistan Manhattan (Los Muppets en Nueva York),1984,Estados Unidos,Película,5.8,1082,1980
2129,8001,Sangre fácil,1984,Estados Unidos,Película,7.27,21538,1980
2130,8085,Ninja III: la dominación,1984,Estados Unidos,Película,4.77,269,1980
2131,8222,Carmen de Bizet,1984,Francia,Película,6.44,113,1980
2132,8509,Terminator,1984,Estados Unidos,Película,7.09,139601,1980
2133,8867,1984,1984,Reino Unido,Película,6.46,10759,1980
2134,9001,Amanecer rojo,1984,Estados Unidos,Película,4.23,3063,1980
2135,9070,Elígeme,1984,Estados Unidos,Película,6.69,3506,1980
2136,9208,Conducta impropia,1984,Francia,Película,7.38,42,1980
2137,9337,"Paris, Texas",1984,Alemania del Oeste (RFA),Película,7.83,33264,1980
2138,9449,Los chicos del maíz,1984,Estados Unidos,Película,5.27,11000,1980
2139,9546,El Vengador Tóxico,1984,Estados Unidos,Película,5.53,5731,1980
2140,9716,Serpiente de mar,1984,España,Película,3.09,114,1980
2141,9879,Cuando Almanzor perdió el tambor,1984,España,Película,2.95,147,1980
2142,9907,"Bertoldo, Bertoldino e... Cascacenno",1984,Italia,Película,6.24,33,1980
2143,10001,Non ci resta che piangere (Sólo queda llorar),1984,Italia,Película,7.12,531,1980
2144,10059,Motín a bordo,1984,Reino Unido,Película,6.25,4031,1980
2145,10289,Pesadilla en Elm Street,1984,Estados Unidos,Película,6.6,54078,1980
2146,10419,Star Trek III. En busca de Spock,1984,Estados Unidos,Película,5.89,4179,1980
2147,11235,Ojo por ojo (Cuando los cuervos vuelan),1984,Islandia,Película,5.67,212,1980
2148,188,Regreso al futuro,1985,Estados Unidos,Película,7.5,139300,1980
2149,199,Los goonies,1985,Estados Unidos,Película,7.27,71790,1980
2150,253,3 solteros y un biberón (Tres solteros y un biberón),1985,Francia,Película,5.63,4506,1980
2151,286,Memorias de África,1985,Estados Unidos,Película,7.45,62500,1980
2152,305,La joya del Nilo,1985,Estados Unidos,Película,5.65,9876,1980
2153,324,Las minas del rey Salomón,1985,Estados Unidos,Película,4.66,4122,1980
2154,555,Único testigo,1985,Estados Unidos,Película,6.93,37523,1980
2155,852,El color púrpura,1985,Estados Unidos,Película,7.38,21619,1980
2156,988,La rosa púrpura de El Cairo,1985,Estados Unidos,Película,7.57,27712,1980
2157,1689,Noches de sol,1985,Estados Unidos,Película,6.37,1166,1980
2158,1734,Teen Wolf (De pelo en pecho),1985,Estados Unidos,Película,5.25,11288,1980
2159,1853,El gran despilfarro,1985,Estados Unidos,Película,5.6,3064,1980
2160,1910,Rey David,1985,Estados Unidos,Película,4.91,787,1980
2161,2138,Turk 182,1985,Estados Unidos,Película,5.66,153,1980
2162,2155,Rocky IV,1985,Estados Unidos,Película,5.82,23107,1980
2163,2542,American Flyers (La carrera de la vida),1985,Estados Unidos,Película,5.5,359,1980
2164,2620,Ran,1985,Japón,Película,8.08,26657,1980
2165,2791,"Yo, el Vaquilla",1985,España,Película,4.99,3821,1980
2166,2805,Perras callejeras,1985,España,Película,3.46,653,1980
2167,2808,De tripas corazón,1985,España,Película,5.53,297,1980
2168,2823,La reina del mate,1985,España,Película,4.49,86,1980
2169,3007,Tampopo,1985,Japón,Película,7.03,879,1980
2170,3065,El club de los cinco,1985,Estados Unidos,Película,6.83,23185,1980
2171,3228,La mujer explosiva,1985,Estados Unidos,Película,5.06,10382,1980
2172,3436,Live Aid,1985,Estados Unidos,Película,7.69,644,1980
2173,3790,Brazil,1985,Reino Unido,Película,7.27,33924,1980
2174,3917,La historia oficial,1985,Argentina,Película,7.75,8197,1980
2175,3927,El exilio de Gardel (Tangos),1985,Argentina,Película,7.08,394,1980
2176,3955,Hay unos tipos abajo,1985,Argentina,Película,5.91,58,1980
2177,3960,Las Madres de la Plaza de Mayo,1985,Argentina,Película,6.68,41,1980
2178,4248,¿De dónde venimos?,1985,Estados Unidos,Película,6.17,179,1980
2179,4460,Tokio-Ga,1985,Alemania del Oeste (RFA),Película,7.25,841,1980
2180,4471,Shoah,1985,Francia,Película,8.43,3703,1980
2181,4752,Una habitación con vistas,1985,Reino Unido,Película,6.74,7344,1980
2182,4930,Lady Halcón,1985,Estados Unidos,Película,6.71,17479,1980
2183,4947,Los señores del acero,1985,Estados Unidos,Película,6.27,5160,1980
2184,5093,Stico,1985,España,Película,6.38,791,1980
2185,5124,Legend,1985,Estados Unidos,Película,5.77,10924,1980
2186,5129,El guerrero rojo,1985,Estados Unidos,Película,4.33,4642,1980
2187,5130,Tarón y el caldero mágico,1985,Estados Unidos,Película,6.03,4353,1980
2188,5139,El caballero del dragón,1985,España,Película,3.28,1524,1980
2189,5744,Mad Max 3. Más allá de la cúpula del trueno,1985,Australia,Película,5.68,17773,1980
2190,5785,Los ojos del gato,1985,Estados Unidos,Película,5.96,1758,1980
2191,5988,La vaquilla,1985,España,Película,7.25,15243,1980
2192,6141,Revolución,1985,Estados Unidos,Película,5.68,1167,1980
2193,6572,Masacre: Ven y mira,1985,Unión Soviética (URSS),Película,7.76,4988,1980
2194,6673,Miedo azul,1985,Estados Unidos,Película,5.38,1622,1980
2195,6773,Mi hermosa lavandería,1985,Reino Unido,Película,6.24,3865,1980
2196,6799,Phenomena,1985,Italia,Película,6.17,3042,1980
2197,6896,Panorama para matar,1985,Reino Unido,Película,5.76,5866,1980
2198,7008,Guinea Pig 2: Flowers of Flesh and Blood,1985,Japón,Película,4.66,570,1980
2199,7011,Guinea Pig: Devil's Experiment,1985,Japón,Película,3.56,531,1980
2200,7315,El honor de los Prizzi,1985,Estados Unidos,Película,7.04,19257,1980
2201,7375,El flautista de Hamelín (Krysar),1985,Checoslovaquia,Película,7.31,566,1980
2202,7484,Re-Animator,1985,Estados Unidos,Película,6.12,6354,1980
2203,8057,El guerrero americano,1985,Estados Unidos,Película,3.96,4057,1980
2204,8681,La bahía del odio,1985,Estados Unidos,Película,5.87,126,1980
2205,8985,El clan del oso cavernario,1985,Estados Unidos,Película,5.6,2564,1980
2206,9125,Sin fin,1985,Polonia,Película,6.92,524,1980
2207,9760,El secreto de la pirámide,1985,Estados Unidos,Película,6.7,13364,1980
2208,10303,Pesadilla en Elm Street 2: La venganza de Freddy,1985,Estados Unidos,Película,4.67,8136,1980
2209,10632,A Chorus Line,1985,Estados Unidos,Película,6.47,4726,1980
2210,10638,La corte de Faraón,1985,España,Película,5.34,3180,1980
2211,11039,El tren del infierno,1985,Estados Unidos,Película,6.5,4386,1980
2212,11104,Noche de miedo,1985,Estados Unidos,Película,6.24,6653,1980
2213,11107,Cocoon,1985,Estados Unidos,Película,6.16,13897,1980
2214,11123,Esperando la carroza,1985,Argentina,Película,7.51,4936,1980
2215,11435,Mr. Vampire (El Señor de los Vampiros),1985,Hong Kong,Película,6.15,240,1980
2216,11459,Manhattan Sur,1985,Estados Unidos,Película,6.71,3902,1980
2217,11505,El día de los muertos,1985,Estados Unidos,Película,6.54,6429,1980
2218,129,Tras el cristal,1986,España,Película,6.34,2324,1980
2219,175,Lucas,1986,Estados Unidos,Película,5.49,863,1980
2220,222,Cuenta conmigo,1986,Estados Unidos,Película,7.31,30364,1980
2221,421,Alrededor de la medianoche,1986,Francia,Película,7.39,1810,1980
2222,530,La misión,1986,Reino Unido,Película,7.63,54830,1980
2223,645,Cuando el viento sopla,1986,Reino Unido,Película,7.66,7273,1980
2224,664,Cocodrilo Dundee,1986,Australia,Película,5.15,64287,1980
2225,925,Tres amigos,1986,Estados Unidos,Película,4.7,3479,1980
2226,1041,El viaje a ninguna parte,1986,España,Película,7.69,11274,1980
2227,1312,Golpe en la pequeña China,1986,Estados Unidos,Película,6.44,17335,1980
2228,1318,Karate Kid II: La historia continúa,1986,Estados Unidos,Película,4.84,13720,1980
2229,1601,Top Gun (Ídolos del aire),1986,Estados Unidos,Película,5.73,78938,1980
2230,1626,Delta Force,1986,Estados Unidos,Película,3.72,4221,1980
2231,1633,Águila de acero,1986,Estados Unidos,Película,4.5,2797,1980
2232,1738,Hoosiers: Más que ídolos,1986,Estados Unidos,Película,6.42,5092,1980
2233,1817,Trashin': Patinar o morir,1986,Estados Unidos,Película,5.95,693,1980
2234,1931,El color del dinero,1986,Estados Unidos,Película,6.98,34335,1980
2235,2309,El ladrón de caballos,1986,China,Película,6.38,299,1980
2236,2535,"Quicksilver, la pista rápida del éxito",1986,Estados Unidos,Película,5.35,1095,1980
2237,2567,Rad,1986,Estados Unidos,Película,4.89,80,1980
2238,2713,Terciopelo azul,1986,Estados Unidos,Película,7.43,53157,1980
2239,2799,27 horas,1986,España,Película,6.04,1439,1980
2240,3164,Loca academia de policía 3: De vuelta a la escuela,1986,Estados Unidos,Película,4.22,8393,1980
2241,3224,Todo en un día,1986,Estados Unidos,Película,6.37,11056,1980
2242,3410,Queen Live at Wembley '86,1986,Reino Unido,Película,8.45,2078,1980
2243,3699,El nombre de la rosa,1986,Alemania del Oeste (RFA),Película,7.85,95991,1980
2244,3759,Dentro del laberinto,1986,Reino Unido,Película,7.22,31143,1980
2245,3892,Hannah y sus hermanas,1986,Estados Unidos,Película,7.76,32487,1980
2246,3918,La noche de los lápices,1986,Argentina,Película,7.24,3609,1980
2247,3938,La República perdida II,1986,Argentina,Película,6.67,125,1980
2248,4099,Hijos de un dios menor,1986,Estados Unidos,Película,6.34,4170,1980
2249,4628,Dragon Ball: La leyenda del dragón Xeron,1986,Japón,Película,6.38,2950,1980
2250,4711,Down by Law (Bajo el peso de la ley),1986,Estados Unidos,Película,7.67,11800,1980
2251,4953,Platoon,1986,Estados Unidos,Película,7.68,67125,1980
2252,4957,El sargento de hierro,1986,Estados Unidos,Película,7.16,32567,1980
2253,5032,Meeting Woody Allen,1986,Francia,Película,5.77,339,1980
2254,5047,9 semanas y media,1986,Estados Unidos,Película,5.61,28827,1980
2255,5293,Aliens: El regreso,1986,Estados Unidos,Película,7.36,82478,1980
2256,5400,Los inmortales,1986,Reino Unido,Película,6.85,58089,1980
2257,5543,El amor brujo,1986,España,Película,6.27,736,1980
2258,5595,Salvador,1986,Reino Unido,Película,6.74,2415,1980
2259,5767,Fievel y el Nuevo Mundo,1986,Estados Unidos,Película,6.4,9145,1980
2260,5865,Días rebeldes,1986,Estados Unidos,Película,5.28,132,1980
2261,6010,Dragon Rapide,1986,España,Película,5.63,1531,1980
2262,6550,Forja de campeón,1986,Estados Unidos,Película,4.84,803,1980
2263,6610,El puño de la estrella del norte,1986,Japón,Película,6.63,2022,1980
2264,6620,Cartas de un hombre muerto,1986,Unión Soviética (URSS),Película,7.02,947,1980
2265,6724,"Biggles, el viajero del tiempo",1986,Reino Unido,Película,4.91,734,1980
2266,7102,La danza de las sombras,1986,Australia,Película,3.9,77,1980
2267,7338,El chico de oro,1986,Estados Unidos,Película,5.42,10429,1980
2268,7739,La mosca,1986,Estados Unidos,Película,7.0,28042,1980
2269,8227,Peking Opera Blues,1986,Hong Kong,Película,6.39,84,1980
2270,8426,Roller Blade,1986,Estados Unidos,Película,3.9,31,1980
2271,8739,El castillo en el cielo,1986,Japón,Película,7.53,14461,1980
2272,8746,Piratas,1986,Francia,Película,5.55,2665,1980
2273,8844,Regalo di Natale (Christmas Present),1986,Italia,Película,6.87,52,1980
2274,8908,El año de las luces,1986,España,Película,6.31,3530,1980
2275,8910,Tiempo de silencio,1986,España,Película,6.11,1560,1980
2276,9118,La mitad del cielo,1986,España,Película,6.51,1767,1980
2277,9373,Cortocircuito,1986,Estados Unidos,Película,5.82,15203,1980
2278,9383,"Basil, el ratón superdetective",1986,Estados Unidos,Película,6.48,6619,1980
2279,10119,King Kong 2,1986,Estados Unidos,Película,3.54,759,1980
2280,10123,Link,1986,Reino Unido,Película,5.48,414,1980
2281,10127,"Max, mi amor (Max, mon amour)",1986,Francia,Película,4.51,297,1980
