id_peli,titulo,año,pais,tipo,puntuacion,votos
10429,Star Trek: Voyager (TV Series) (Serie de TV),1995,Estados Unidos,Serie de TV,6.27,930
10430,The Orville (Serie de TV),2017,Estados Unidos,Serie de TV,6.25,681
10431,Star Trek: Espacio Profundo Nueve (Serie de TV),1993,Estados Unidos,Serie de TV,7.01,603
10432,Star Trek: Lower Decks (Serie de TV),2020,Estados Unidos,Serie de TV,6.66,360
10433,Por el amor de Spock,2016,Estados Unidos,Película,6.7,316
10434,"Star Trek, La Nueva Generación: Lo Mejor de Ambos Mundos (TV)",1990,Estados Unidos,TV,7.45,205
10435,Star Trek: La serie animada (ST:LSA) (Serie de TV),1973,Estados Unidos,Serie de TV,5.39,189
10436,Star Trek: La ciudad al borde de la eternidad (TV),1967,Estados Unidos,TV,7.28,180
10437,Star Trek: La jaula - Episodio piloto (TV),1988,Estados Unidos,TV,6.35,159
10438,Star Wreck: In the Pirkinning,2005,Finlandia,Película,5.39,103
10439,The Captains,2011,Canadá,Película,5.73,92
10440,Star Trek: Short Treks (Serie de TV),2018,Estados Unidos,Serie de TV,6.23,81
10441,Star Trek: Fugitiva (C),2018,Estados Unidos,Cortometraje,5.77,66
10442,Star Trek: Calipso (C),2018,Estados Unidos,Cortometraje,6.46,61
10443,Trekkies,1997,Estados Unidos,Película,6.42,59
10444,Star Trek: Experto en fugas (C),2018,Estados Unidos,Cortometraje,6.16,58
10445,Star Trek: La estrella más brillante (C),2018,Estados Unidos,Cortometraje,6.46,57
10446,Turist Ömer Uzay Yolunda (Turkish Star Trek),1973,Turquía,Película,2.04,51
10447,Star Trek New Voyages: Phase II (Serie de TV),2004,Estados Unidos,Serie de TV,4.77,43
10448,Star Trek: Of Gods and Men,2007,Estados Unidos,Película,5.06,32
10449,Star Trek: Renegades (Serie de TV),2015,Estados Unidos,Serie de TV,4.28,32
10450,The Mandalorian (Serie de TV),2019,Estados Unidos,Serie de TV,7.68,18832
10451,The Mandalorian 2 (Serie de TV),2020,Estados Unidos,Serie de TV,8.09,10591
10452,Star Wars: The Clone Wars,2008,Estados Unidos,Película,5.44,6944
10453,Star Wars: Las Guerras Clon (Miniserie de TV),2003,Estados Unidos,Miniserie de TV,6.5,5760
10454,Las Guerras Clon (Serie de TV),2008,Estados Unidos,Serie de TV,6.44,5079
10455,Fanboys,2009,Estados Unidos,Película,5.43,3955
10456,La aventura de los Ewoks (TV),1984,Estados Unidos,TV,5.21,2643
10457,La batalla del planeta de los Ewoks (TV),1985,Estados Unidos,TV,5.11,2136
10458,Star Wars Rebels (Serie de TV),2014,Estados Unidos,Serie de TV,6.77,1404
10459,Star Wars: Los Ewoks (Serie de TV),1985,Estados Unidos,Serie de TV,5.11,1362
10460,Robot Chicken: Star Wars (TV),2007,Estados Unidos,TV,7.08,1104
10461,Star Wars: The Clone Wars. La temporada final (Serie de TV),2020,Estados Unidos,Serie de TV,7.98,1074
10462,El especial navideño de la Guerra de las Galaxias (TV),1978,Estados Unidos,TV,2.03,942
10463,Star Wars Rebels: La chispa de la rebelión (TV),2014,Estados Unidos,TV,6.1,807
10464,Star Wars Droids: Las aventuras de R2D2 y C3PO (Serie de TV),1985,Estados Unidos,Serie de TV,4.92,731
10465,Robot Chicken: Star Wars II (TV),2008,Estados Unidos,TV,6.9,615
10466,Star Wars Rebels: Estado de sitio en Lothal (TV),2015,Estados Unidos,TV,6.83,529
10467,Robot Chicken: Star Wars Episode III (TV),2010,Estados Unidos,TV,6.86,501
10468,Galería Disney: Star Wars: The Mandalorian (Serie de TV),2020,Estados Unidos,Serie de TV,7.01,483
10469,Star Wars Rebels: Héroes de Mandalore (TV),2017,Estados Unidos,TV,6.55,422
10470,Star Wars Rebels: Pasos entre las sombras (TV),2016,Estados Unidos,TV,6.63,420
10471,The People vs. George Lucas,2010,Estados Unidos,Película,6.44,411
10472,La Guerra de las Galaxias de Phineas y Ferb (TV),2014,Estados Unidos,TV,6.04,340
10473,Ludwig Göransson: Scoring The Mandalorian (Vídeo musical),2020,Estados Unidos,Vídeo musical,6.1,267
10474,Una serie de catastróficas desdichas de Lemony Snicket,2004,Estados Unidos,Película,6.1,22752
10475,La máquina del tiempo,2002,Estados Unidos,Película,5.11,18481
10476,La ciudad de los niños perdidos,1995,Francia,Película,6.78,11629
10477,Vidocq: el mito,2001,Francia,Película,5.72,11490
10478,La vuelta al mundo en 80 días,2004,Estados Unidos,Película,4.5,10250
10479,Las aventuras del barón Münchausen,1988,Reino Unido,Película,6.6,8865
10480,Mortal Engines,2018,Nueva Zelanda,Película,4.82,7314
10481,City of Ember: En busca de la luz,2008,Estados Unidos,Película,5.52,6916
10482,Los héroes del tiempo,1981,Reino Unido,Película,6.18,5415
10483,Iron Sky,2012,Finlandia,Película,4.66,5253
10484,El hombre invisible,1933,Estados Unidos,Película,7.23,5053
10485,Steamboy,2004,Japón,Película,6.5,4724
10486,Viaje al centro de la Tierra,1959,Estados Unidos,Película,6.65,4260
10487,Los pasajeros del tiempo,1979,Estados Unidos,Película,6.44,2747
10488,Crónicas mutantes,2008,Reino Unido,Película,4.05,2501
10489,Fantástico Sr. Fox,2009,Estados Unidos,Película,7.32,23697
10490,Los Boxtrolls,2014,Estados Unidos,Película,6.17,5234
10491,Balance (C),1989,Alemania del Oeste (RFA),Cortometraje,7.04,3359
10492,Monkeybone,2001,Estados Unidos,Película,3.84,3354
10493,Mr. Link: El origen perdido,2019,Estados Unidos,Película,6.22,2210
10494,Robot Chicken (Pollo Robot) (Serie de TV),2005,Estados Unidos,Serie de TV,7.37,2190
10495,Alice,1988,Checoslovaquia,Película,7.23,2164
10496,The Sandman (C),1991,Reino Unido,Cortometraje,6.67,2133
10497,The Maker (C),2011,Australia,Cortometraje,7.12,2097
10498,Erizo en la niebla (C),1975,Unión Soviética (URSS),Cortometraje,7.07,2068
10499,Dimensiones del diálogo (C),1982,Checoslovaquia,Cortometraje,7.27,1978
10500,Pedro y el lobo,2006,Reino Unido,Película,6.95,1540
10501,Las aventuras del príncipe Achmed,1926,Alemania,Película,7.54,1434
10502,Inmersión letal,2005,Estados Unidos,Película,4.61,8195
10503,El Santuario (Sanctum),2011,Australia,Película,5.26,6915
10504,Open Water,2003,Estados Unidos,Película,5.11,6161
10505,Marea letal,2012,Estados Unidos,Película,3.58,1836
10506,Presión,2015,Reino Unido,Película,4.81,1051
10507,Atrapada en las profundidades,2020,Suecia,Película,5.47,1017
10508,Profundidad seis,1989,Estados Unidos,Película,4.89,890
10509,Inmersión letal 2,2009,Estados Unidos,Película,3.77,683
10510,Rescate en el mar del Norte,1980,Reino Unido,Película,5.37,526
10511,Jago: A Life Underwater,2015,Reino Unido,Película,6.82,299
10512,El arrecife de la muerte,1953,Estados Unidos,Película,4.96,235
10513,Último aliento,2018,Reino Unido,Película,6.88,167
10514,Luchas submarinas,1951,Estados Unidos,Película,5.91,129
10515,Grand Blue (Serie de TV),2018,Japón,Serie de TV,6.95,126
10516,Pioneer,2013,Noruega,Película,5.73,125
10517,Bucea Olly (Serie de TV),2005,Australia,Serie de TV,3.22,82
10518,Diving into the Unknown,2016,Finlandia,Película,6.55,75
10519,Bajo presión: Cómo se hizo 'Abyss',1993,Estados Unidos,Película,6.82,60
10520,Scaphandrier (C),1896,Francia,Cortometraje,5.29,51
10521,La ciudad bajo el agua,1953,Estados Unidos,Película,5.26,46
10522,Marea roja,1995,Estados Unidos,Película,6.64,15141
10523,U-571,2000,Estados Unidos,Película,6.23,8991
10524,1941,1979,Estados Unidos,Película,5.51,4876
10525,Greyhound: Enemigos bajo el mar,2020,Estados Unidos,Película,6.15,4026
10526,Duelo en el Atlántico,1957,Estados Unidos,Película,7.02,3584
10527,Hunter Killer. Caza en las profundidades,2018,Estados Unidos,Película,5.75,3151
10528,Black Sea: Mar tenebroso,2014,Reino Unido,Película,5.8,3054
10529,Operación Pacífico,1959,Estados Unidos,Película,7.07,3036
10530,Kursk,2018,Bélgica,Película,6.22,2759
10531,El canto del lobo,2019,Francia,Película,6.23,2383
10532,Torpedo,1958,Estados Unidos,Película,6.63,1040
10533,Destino Tokio,1943,Estados Unidos,Película,6.56,916
10534,2010: Moby Dick,2010,Estados Unidos,Película,1.64,764
10535,Último destino (Serie de TV),2012,Estados Unidos,Serie de TV,5.69,736
10536,La grieta,1990,España,Película,4.03,704
10537,Alerta roja: Neptuno hundido,1978,Estados Unidos,Película,5.41,625
10538,Viaje al fondo del mar,1961,Estados Unidos,Película,5.58,592
10539,Das Boot: El submarino (Serie de TV),2018,Alemania,Serie de TV,6.71,559
10540,U-Boat,2004,Estados Unidos,Película,5.41,557
10541,Below,2002,Estados Unidos,Película,5.25,526
10542,La guerra de Murphy,1971,Reino Unido,Película,6.02,490
10543,El diablo de las aguas turbias,1954,Estados Unidos,Película,5.54,485
10544,Bajo control,2005,Reino Unido,Película,3.15,473
10545,El último torpedo,1958,Estados Unidos,Película,5.89,460
10546,Lobos marinos,1980,Estados Unidos,Película,5.25,412
10547,20.000 leguas de viaje submarino (C),1907,Francia,Cortometraje,6.02,383
10548,Infierno bajo las aguas,1959,Estados Unidos,Película,5.83,311
10549,Acción en el Atlántico Norte,1943,Estados Unidos,Película,6.01,311
10550,El espía negro,1939,Reino Unido,Película,6.5,309
10551,Operación rescate,2018,Estados Unidos,Película,3.94,306
10552,La flota silenciosa,1951,Estados Unidos,Película,5.8,291
10553,20.000 leguas de viaje submarino (TV),1997,Estados Unidos,TV,4.66,280
10554,Torpedo U-235,2019,Bélgica,Película,4.8,270
10555,Viaje al fondo del mar (Serie de TV),1964,Estados Unidos,Serie de TV,6.86,245
10556,U-47 Comandante Prien,1958,Alemania del Oeste (RFA),Película,5.89,227
10557,Tiburones de acero,1943,Estados Unidos,Película,5.7,221
10558,Hancock,2008,Estados Unidos,Película,5.62,68117
10559,Náufrago,2000,Estados Unidos,Película,7.18,83066
10560,Tomb Raider,2018,Estados Unidos,Película,5.37,13116
10561,Election: La noche de las bestias,2016,Estados Unidos,Película,5.25,11854
10562,Soul Surfer,2011,Estados Unidos,Película,5.74,4563
10563,Persiguiendo Mavericks,2012,Estados Unidos,Película,5.88,3889
10564,Point Break (Sin límites),2015,Estados Unidos,Película,4.48,3741
10565,En el filo de las olas,2002,Estados Unidos,Película,4.73,3107
10566,El gran miércoles,1978,Estados Unidos,Película,6.47,1754
10567,Shelter,2007,Estados Unidos,Película,7.07,1511
10568,Blue Water High: Escuela de surf (Serie de TV),2005,Australia,Serie de TV,4.58,620
10569,Teen Beach Movie (TV) (TV),2013,Estados Unidos,TV,4.24,508
10570,"Ride, al ritmo de las olas",2015,Estados Unidos,Película,4.5,476
10571,En las manos de Dios,1999,Estados Unidos,Película,5.84,462
10572,Breath (Respira),2017,Australia,Película,5.86,418
10573,Given,2015,Estados Unidos,Película,7.18,385
10574,El club de las olas,2002,Estados Unidos,Película,7.1,284
10575,Riding Giants,2004,Estados Unidos,Película,7.25,274
10576,Under an Arctic Sky,2017,Estados Unidos,Película,6.53,270
10577,Brice de Nice,2005,Francia,Película,4.55,269
10578,En el filo de las olas 2,2011,Estados Unidos,Película,4.7,260
10579,Barbie: Una aventura de sirenas,2010,Estados Unidos,Película,4.29,248
10580,Blue Juice (Una vida sin miedo),1995,Reino Unido,Película,3.91,223
10581,Vaya par de idiotas,1998,Estados Unidos,Película,2.54,221
10582,The Endless Summer,1966,Estados Unidos,Película,7.23,216
10583,Amar a morir,2009,México,Película,5.45,212
10584,Surfer Dude,2008,Estados Unidos,Película,4.16,176
10585,Luau,1982,Estados Unidos,Película,2.41,135
10586,Locos por el surf 2: Olamanía,2017,Estados Unidos,Película,3.91,127
10587,Resurface (C),2016,Estados Unidos,Cortometraje,6.09,123
10588,Surf Girls (Serie de TV),2006,Estados Unidos,Serie de TV,3.29,120
10589,Drift,2013,Australia,Película,5.55,119
10590,Take Every Wave: The Life of Laird Hamilton,2017,Estados Unidos,Película,6.82,114
10591,Surf Ninjas,1993,Estados Unidos,Película,3.02,113
10592,Atlantic.,2014,Países Bajos (Holanda),Película,6.4,112
10593,La generación momentum,2018,Estados Unidos,Película,7.15,112
10594,Mi vida en Palos Verdes,2017,Estados Unidos,Película,5.39,111
10595,Storm Surfers 3D,2012,Australia,Película,6.45,110
10596,Barbie: Aventura de sirenas 2,2012,Canadá,Película,4.15,98
10597,En la misma ola,2021,Italia,Película,4.9,94
10598,Contra corriente (Johnny Tsunami) (TV),1999,Estados Unidos,TV,4.33,90
10599,Newcastle,2008,Australia,Película,5.15,87
10600,La primera ola,2015,España,Película,6.64,85
10601,Surf School,2006,Estados Unidos,Película,3.11,82
10602,John from Cincinnati (Serie de TV),2007,Estados Unidos,Serie de TV,6.07,81
10603,Bustin' Down the Door,2008,Estados Unidos,Película,7.22,69
10604,Tan Lines,2006,Australia,Película,4.67,57
10605,North of the Sun,2012,Noruega,Película,7.36,56
10606,Cómo ser John Malkovich,1999,Estados Unidos,Película,7.28,51099
10607,Pink Floyd: El muro,1982,Reino Unido,Película,7.75,23035
10608,La ciencia del sueño,2006,Francia,Película,6.77,20068
10609,La celda,2000,Estados Unidos,Película,4.8,11911
10610,Inland Empire,2006,Estados Unidos,Película,6.36,11573
10611,Repulsión,1965,Reino Unido,Película,7.5,11436
10612,La ardilla roja,1993,España,Película,6.69,10221
10613,Estoy pensando en dejarlo,2020,Estados Unidos,Película,5.87,7570
10614,"Synecdoche, New York",2008,Estados Unidos,Película,6.93,7076
10615,Tideland,2005,Reino Unido,Película,5.99,6717
10616,Twin Peaks: The Return (Serie de TV),2017,Estados Unidos,Serie de TV,7.8,6563
10617,El proceso,1962,Francia,Película,7.54,6297
10618,La hora del lobo,1968,Suecia,Película,7.4,5932
10619,El Topo,1970,México,Película,6.59,5469
10620,Diamond Flash,2011,España,Película,6.35,4530
10621,Yellow Submarine,1968,Reino Unido,Película,7.03,4411
10622,La edad de oro,1930,Francia,Película,7.24,4380
10623,Tío Boonmee recuerda sus vidas pasadas,2010,Tailandia,Película,5.99,4017
10624,La nueva pesadilla de Wes Craven,1994,Estados Unidos,Película,4.79,3859
10625,Tootsie,1982,Estados Unidos,Película,7.06,39668
10626,Eva al desnudo,1950,Estados Unidos,Película,8.46,34280
10627,Persona,1966,Suecia,Película,8.16,22757
10628,Familia,1996,España,Película,7.16,12734
10629,La Venus de las pieles,2013,Francia,Película,6.86,9445
10630,Conociendo a Julia,2004,Canadá,Película,6.64,5363
10631,¡Qué ruina de función!,1992,Estados Unidos,Película,7.23,4802
10632,A Chorus Line,1985,Estados Unidos,Película,6.47,4726
10633,Éxtasis,1995,España,Película,6.22,4358
10634,Viaje a Sils Maria,2014,Francia,Película,6.46,4256
10635,César debe morir,2012,Italia,Película,6.7,3919
10636,El Gordo y el Flaco (Stan & Ollie),2018,Reino Unido,Película,6.52,3620
10637,Vete de mí,2006,España,Película,6.12,3185
10638,La corte de Faraón,1985,España,Película,5.34,3180
10639,Noche de estreno (Opening Night),1977,Estados Unidos,Película,7.67,3042
10640,Lío en Broadway,2014,Estados Unidos,Película,5.28,2849
10641,El último metro,1980,Francia,Película,7.09,2849
10642,Melodías de Broadway 1955,1953,Estados Unidos,Película,7.67,2756
10643,Abajo el telón,1999,Estados Unidos,Película,6.81,2675
10644,Mrs. Henderson presenta,2005,Reino Unido,Película,6.19,2598
10645,Barry (Serie de TV),2018,Estados Unidos,Serie de TV,7.06,2575
10646,Los productores,2005,Estados Unidos,Película,5.57,2548
10647,Quiero ser superfamosa,2004,Estados Unidos,Película,3.5,2460
10648,Los productores,1967,Estados Unidos,Película,6.6,2435
10649,Funny Girl,1968,Estados Unidos,Película,6.8,2233
10650,El hombre que no sabía nada,1997,Reino Unido,Película,5.82,2222
10651,No dormirás,2018,Uruguay,Película,4.12,2167
10652,Vania en la calle 42,1994,Estados Unidos,Película,7.12,2132
10653,Black Mirror: Hang the DJ (TV),2017,Reino Unido,TV,7.51,17992
10654,Black Mirror: USS Callister (TV),2017,Reino Unido,TV,6.62,16437
10655,Black Mirror: Black Museum (TV),2017,Reino Unido,TV,7.03,14479
10656,Black Mirror: Cocodrilo (TV),2017,Reino Unido,TV,6.12,14172
10657,CSI Las Vegas: Peligro sepulcral (TV),2005,Estados Unidos,TV,7.14,13641
10658,Black Mirror: Striking Vipers (TV),2019,Reino Unido,TV,6.01,10334
10659,Diario de un skin (TV),2005,España,TV,5.81,9830
10660,"Black Mirror: Rachel, Jack and Ashley Too (TV)",2019,Reino Unido,TV,4.93,9101
10661,Black Mirror: Añicos (TV),2019,Reino Unido,TV,5.79,8923
10662,High School Musical 2 (TV),2007,Estados Unidos,TV,4.1,7121
10663,Detrás del candelabro (TV),2013,Estados Unidos,TV,6.53,5647
10664,Prison Break: Evasión final (TV),2009,Estados Unidos,TV,6.57,5440
10665,Saraband (TV),2003,Suecia,TV,7.57,5431
10666,Yo soy Bea (Serie de TV),2006,España,Serie de TV,2.26,10828
10667,Sin tetas no hay paraíso (Serie de TV),2008,España,Serie de TV,4.12,9336
10668,Rebelde (RBD) (Serie de TV),2004,México,Serie de TV,1.97,5071
10669,Rebelde Way (Serie de TV),2002,Argentina,Serie de TV,2.84,4520
10670,Pasión de gavilanes (Serie de TV),2003,Colombia,Serie de TV,3.26,4482
10671,Patito feo (Serie de TV),2007,Argentina,Serie de TV,1.9,2712
10672,Jane the Virgin (Serie de TV),2014,Estados Unidos,Serie de TV,6.24,2704
10673,"Pablo Escobar, el patrón del mal (Serie de TV)",2012,Colombia,Serie de TV,7.57,1795
10674,El secreto de Puente Viejo (Serie de TV),2011,España,Serie de TV,3.98,1435
10675,El cor de la ciutat (Serie de TV),2000,España,Serie de TV,4.71,1312
10676,"Amarte así, Frijolito (Serie de TV)",2005,Estados Unidos,Serie de TV,2.79,1072
10677,Gavilanes (Serie de TV),2010,España,Serie de TV,2.75,1067
10678,Gata salvaje (Serie de TV),2002,Venezuela,Serie de TV,3.17,1034
10679,Cristal (Serie de TV),1985,Venezuela,Serie de TV,2.92,1022
10680,Ventdelplà (Serie de TV),2005,España,Serie de TV,4.31,1004
10681,El súper (Serie de TV),1996,España,Serie de TV,2.81,1001
10682,Bandolera (Serie de TV),2011,España,Serie de TV,3.39,950
10683,Rubí (Serie de TV),2004,México,Serie de TV,4.87,833
10684,Topacio (Serie de TV),1984,Venezuela,Serie de TV,3.02,819
10685,La reina del sur (Serie de TV),2011,México,Serie de TV,3.92,801
10686,Sin tetas no hay paraíso (Serie de TV),2006,Colombia,Serie de TV,3.91,793
10687,Mi gemela es hija única (Serie de TV),2007,España,Serie de TV,1.58,773
10688,Amar es para siempre (Serie de TV),2013,España,Serie de TV,3.56,758
10689,El cuerpo del deseo (Serie de TV),2005,Estados Unidos,Serie de TV,3.46,687
10690,Nissaga de poder (Serie de TV),1996,España,Serie de TV,5.55,665
10691,Abigail (Serie de TV),1988,Venezuela,Serie de TV,2.62,664
10692,Pobre diabla (Serie de TV),2000,Perú,Serie de TV,4.4,648
10693,Santa Bárbara (Serie de TV),1984,Estados Unidos,Serie de TV,3.53,586
10694,La usurpadora (Serie de TV),1998,México,Serie de TV,4.74,561
10695,La verdad de Laura (Serie de TV),2002,España,Serie de TV,4.18,543
10696,La dama de rosa (Serie de TV),1986,Venezuela,Serie de TV,2.64,543
10697,Doña Bárbara (Serie de TV),2008,Colombia,Serie de TV,3.66,483
10698,Carita de ángel (Serie de TV),2000,México,Serie de TV,3.11,476
10699,Poblenou (Serie de TV),1994,España,Serie de TV,5.17,459
10700,Rosalinda (Serie de TV),1999,México,Serie de TV,3.9,448
10701,Machos (Serie de TV),2003,Chile,Serie de TV,4.86,446
10702,Esmeralda (Serie de TV),1997,México,Serie de TV,4.24,434
10703,Servir y proteger (Serie de TV),2017,España,Serie de TV,3.32,433
10704,Acacias 38 (Serie de TV),2015,España,Serie de TV,3.37,428
10705,Los ricos también lloran (Serie de TV),1979,México,Serie de TV,3.46,423
10706,Corazón salvaje (Serie de TV),1993,México,Serie de TV,6.65,385
10707,Laberint d'ombres (Serie de TV),1998,España,Serie de TV,5.4,384
10708,Luz María (Serie de TV),1998,Perú,Serie de TV,5.67,371
10709,María la del barrio (Serie de TV),1995,México,Serie de TV,3.89,360
10710,Esencia de poder (Serie de TV),2001,España,Serie de TV,3.18,358
10711,Alma pirata (Serie de TV),2006,Argentina,Serie de TV,3.69,348
10712,La entrevista,2014,Estados Unidos,Película,5.23,18148
10713,Mi gran noche,2015,España,Película,5.04,16243
10714,15 minutos,2001,Estados Unidos,Película,5.48,11202
10715,Showtime,2002,Estados Unidos,Película,4.59,10993
10716,Quiz Show. El dilema,1994,Estados Unidos,Película,6.88,10908
10717,La chispa de la vida,2011,España,Película,5.49,10514
10718,Confesiones de una mente peligrosa,2002,Estados Unidos,Película,6.39,8329
10719,Wayne's world ¡Qué desparrame!,1992,Estados Unidos,Película,5.27,7613
10720,Todo por un sueño,1995,Estados Unidos,Película,6.27,7602
10721,Armados y cabreados (God Bless America),2011,Estados Unidos,Película,6.49,6543
10722,EDtv,1999,Estados Unidos,Película,5.05,6342
10723,Siete días y una vida,2002,Estados Unidos,Película,4.58,5912
10724,Héroes fuera de órbita,1999,Estados Unidos,Película,5.68,5827
10725,Hollywoodland,2006,Estados Unidos,Película,5.96,4741
10726,GLOW (Serie de TV),2017,Estados Unidos,Serie de TV,6.9,3943
10727,Los amos de la noticia,2013,Estados Unidos,Película,5.4,3907
10728,Vaya resaca,2014,Estados Unidos,Película,4.48,3286
10729,Un amigo extraordinario,2019,Estados Unidos,Película,5.99,3258
10730,La verdad,2015,Estados Unidos,Película,6.2,3160
10731,Explota Explota,2020,España,Película,5.34,2748
10732,Smoochy,2002,Estados Unidos,Película,5.3,2712
10733,Studio 60 on the Sunset Strip (Serie de TV),2006,Estados Unidos,Serie de TV,7.6,2484
10734,Wimbledon: El amor está en juego,2004,Reino Unido,Película,5.23,8173
10735,La batalla de los sexos,2017,Estados Unidos,Película,6.03,5344
10736,Borg McEnroe. La película,2017,Suecia,Película,6.4,4707
10737,Siete días infernales (TV),2015,Estados Unidos,TV,6.47,1054
10738,Red Oaks (Serie de TV),2014,Estados Unidos,Serie de TV,6.58,382
10739,Vilas: Serás lo que debas ser o no serás nada,2020,Argentina,Película,6.78,350
10740,Informe Robinson: Rafa Nadal (TV),2016,España,TV,7.12,327
10741,The Prince of Tennis (Serie de TV),2001,Japón,Serie de TV,6.26,246
10742,Red Oaks - Episodio piloto (TV),2015,Estados Unidos,TV,6.11,140
10743,Élève libre,2008,Bélgica,Película,5.78,139
10744,Goofy: Cómo jugar al tenis (C),1949,Estados Unidos,Cortometraje,5.97,139
10745,Balls Out: Gary the Tennis Coach,2009,Estados Unidos,Película,4.35,121
10746,Raqueta de oro (Serie de TV),1973,Japón,Serie de TV,5.17,111
10747,La Davis de Mar del Plata (Ep),2019,España,TV,7.02,105
10748,15 Love (Serie de TV),2004,Canadá,Serie de TV,3.5,96
10749,Buscando la perfección,2018,Francia,Película,6.36,89
10750,Tennis and Barbecue (C),2012,Francia,Cortometraje,2.0,86
10751,Serena,2016,Estados Unidos,Película,5.99,86
10752,Tom y Jerry: El gran juego de tenis (C),1949,Estados Unidos,Cortometraje,6.33,85
10753,The Prince of Tennis,2006,Japón,Película,4.65,82
10754,Love Means Zero,2017,Estados Unidos,Película,6.83,80
10755,Andy Murray: Resurfacing,2019,Reino Unido,Película,7.17,78
10756,Subject to Review,2019,Estados Unidos,Película,6.69,59
10757,Baby Steps (Serie de TV),2014,Japón,Serie de TV,7.04,48
10758,Bajo presión (Ep),2020,España,TV,6.43,47
10759,Loco por Shelly,1989,Estados Unidos,Película,5.4,47
10760,31 (C),2003,Portugal,Cortometraje,4.76,42
10761,"Hard, Fast and Beautiful",1951,Estados Unidos,Película,6.39,41
10762,New Prince of Tennis (Serie de TV),2012,Japón,Serie de TV,5.9,41
10763,Out (C),2015,España,Cortometraje,5.16,37
10764,The Open,2016,Francia,Película,5.0,35
10765,Maria Sharapova: The Point,2017,Estados Unidos,Película,5.63,35
10766,"Yo, espía (Serie de TV)",1965,Estados Unidos,Serie de TV,6.21,34
10767,Terremoto,1974,Estados Unidos,Película,5.47,2911
10768,Aftershock,2012,Chile,Película,4.41,1612
10769,Terremoto,2018,Noruega,Película,5.29,875
10770,Alerta roja,2019,Corea del Sur,Película,5.14,714
10771,El hundimiento de Japón: 2020 (Serie de TV),2020,Japón,Serie de TV,5.53,479
10772,Tokyo Magnitude 8.0 (Serie de TV),2009,Japón,Serie de TV,7.29,423
10773,10.0 Terremoto en Los Ángeles,2014,Estados Unidos,Película,2.39,369
10774,Terremoto de hielo (TV),2010,Estados Unidos,TV,2.63,311
10775,Semillas de destrucción (TV),2011,Canadá,TV,2.14,294
10776,Aftershock,2010,China,Película,6.77,284
10777,10.5: Apocalipsis (TV),2004,Estados Unidos,TV,3.4,248
10778,El desastre en Oaxaca (La destrucción de Oaxaca) (C),1931,México,Cortometraje,6.25,232
10779,Kuso,2017,Estados Unidos,Película,4.42,218
10780,The Land of Hope,2012,Japón,Película,6.49,198
10781,7:19,2016,México,Película,5.0,192
10782,Megafault (TV),2009,Estados Unidos,TV,1.93,180
10783,Terremoto en Nueva York (TV),1998,Canadá,TV,2.88,178
10784,Colapso global (TV),2017,Canadá,TV,2.65,130
10785,3:34 Terremoto en Chile,2011,Chile,Película,4.34,126
10786,Fuerza 10: Destrucción Total,2004,Canadá,Película,3.06,108
10787,Descenso (TV),2005,Canadá,TV,2.5,105
10788,Geo-Disaster,2017,Estados Unidos,Película,2.22,97
10789,Categoría 5: ciclogénesis infernal,2014,Estados Unidos,Película,2.32,97
10790,Destrucción en Los Angeles,2017,Estados Unidos,Película,2.6,96
10791,Terremoto en el fuego (TV),2014,Canadá,TV,2.24,88
10792,Después del terremoto (TV),1999,Estados Unidos,TV,3.26,88
10793,Terremoto en Pájaro Island (TV),2004,Estados Unidos,TV,1.72,68
10794,8.9 (C),2014,Francia,Cortometraje,4.5,50
10795,3.11 A Sense of Home,2012,Japón,Película,4.42,38
10796,San Andreas Mega Quake,2019,Estados Unidos,Película,2.57,37
10797,El día de la unión,2018,México,Película,4.09,32
10798,Chile 8.8 (TV),2010,Chile,TV,5.26,31
10799,La roca,1996,Estados Unidos,Película,6.85,58066
10800,Déjà Vu,2006,Estados Unidos,Película,6.16,49649
10801,La jungla 4.0,2007,Estados Unidos,Película,6.16,39361
10802,Objetivo: La Casa Blanca,2013,Estados Unidos,Película,5.26,19850
10803,Arlington Road. Temerás a tu vecino,1999,Estados Unidos,Película,6.55,11894
10804,El pacificador,1997,Estados Unidos,Película,5.04,10947
10805,Broken Arrow: alarma nuclear,1996,Estados Unidos,Película,4.51,10371
10806,La sombra del reino,2007,Estados Unidos,Película,6.24,9222
10807,Objetivo: Londres,2016,Estados Unidos,Película,4.82,9008
10808,El hombre más buscado,2014,Reino Unido,Película,6.23,8921
10809,Desafío total,2012,Estados Unidos,Película,5.16,16688
10810,Soldado universal,1992,Estados Unidos,Película,4.82,15832
10811,Robocop,2014,Estados Unidos,Película,5.03,14660
10812,Daybreakers,2009,Australia,Película,5.31,12191
10813,Perseguido,1987,Estados Unidos,Película,5.84,11611
10814,Doom,2005,Reino Unido,Película,4.2,10627
10815,Upgrade (Ilimitado),2018,Australia,Película,6.71,9657
10816,Cuando el destino nos alcance,1973,Estados Unidos,Película,6.74,9167
10817,Eternal,2015,Estados Unidos,Película,5.41,6787
10818,Almas de metal,1973,Estados Unidos,Película,6.24,6521
10819,Fortaleza infernal,1992,Estados Unidos,Película,4.46,6286
10820,Barb Wire,1995,Estados Unidos,Película,1.98,5442
10821,Escape de Absolom,1994,Estados Unidos,Película,4.91,5415
10822,Soldado universal. El retorno,1999,Estados Unidos,Película,3.27,5339
