id_peli,titulo,año,pais,tipo,puntuacion,votos
914,La hija de Ryan,1970,Reino Unido,Película,7.8,5996
915,Pather Panchali (La canción del camino),1955,India,Película,8.25,5959
916,La princesita,1995,Estados Unidos,Película,6.81,4690
917,La isla de los olvidados,2010,Noruega,Película,6.67,4674
918,La escalera de caracol,1945,Estados Unidos,Película,7.23,4346
919,Nadie quiere la noche,2015,España,Película,6.13,4206
920,El enemigo público,1931,Estados Unidos,Película,7.59,4017
921,La camarera del Titanic,1997,España,Película,4.98,3847
922,Inconscientes,2004,España,Película,6.18,3819
923,"¡Agáchate, maldito!",1971,Italia,Película,6.77,3805
924,Rojos,1981,Estados Unidos,Película,6.91,3569
925,Tres amigos,1986,Estados Unidos,Película,4.7,3479
926,Tolkien,2019,Estados Unidos,Película,5.69,3413
927,Las mejores intenciones,1992,Suecia,Película,7.54,2914
928,La isla del Doctor Moreau,1977,Estados Unidos,Película,5.37,2389
929,Nos vemos allá arriba,2017,Francia,Película,6.7,2316
930,El caso Winslow,1999,Estados Unidos,Película,6.8,2176
931,Luz de domingo,2007,España,Película,6.07,2140
932,Los intocables de Eliot Ness,1987,Estados Unidos,Película,7.77,88726
933,Con faldas y a lo loco,1959,Estados Unidos,Película,8.29,80649
934,Midnight in Paris,2011,Estados Unidos,Película,7.32,76902
935,El intercambio,2008,Estados Unidos,Película,7.25,65048
936,Chicago,2002,Estados Unidos,Película,6.57,58214
937,The Artist,2011,Francia,Película,7.64,58160
938,Muerte entre las flores,1990,Estados Unidos,Película,7.83,57544
939,El aviador,2004,Estados Unidos,Película,6.35,55236
940,Cantando bajo la lluvia,1952,Estados Unidos,Película,8.09,46450
941,Pozos de ambición,2007,Estados Unidos,Película,7.24,41700
942,Las horas,2002,Estados Unidos,Película,7.22,35002
943,Carros de fuego,1981,Reino Unido,Película,7.07,30391
944,Balas sobre Broadway,1994,Estados Unidos,Película,7.5,28007
945,La chica danesa,2015,Reino Unido,Película,6.75,27181
946,J. Edgar,2011,Estados Unidos,Película,6.11,25908
947,Primera plana,1974,Estados Unidos,Película,8.13,24306
948,Boardwalk Empire (Serie de TV),2010,Estados Unidos,Serie de TV,7.95,23770
949,El viento que agita la cebada,2006,Irlanda,Película,7.06,21347
950,Blancanieves,2012,España,Película,6.96,20700
951,Boardwalk Empire - Episodio piloto (TV),2010,Estados Unidos,TV,7.83,19877
952,Esplendor en la hierba,1961,Estados Unidos,Película,7.76,19156
953,Tiana y el sapo,2009,Estados Unidos,Película,6.15,18402
954,El velo pintado,2006,Estados Unidos,Película,6.88,18067
955,Magia a la luz de la luna,2014,Estados Unidos,Película,6.1,17949
956,Zelig,1983,Estados Unidos,Película,7.61,17017
957,El tesoro de Sierra Madre,1948,Estados Unidos,Película,8.14,14675
958,El viento se levanta,2013,Japón,Película,7.19,13939
959,The Fall: El sueño de Alexandria,2006,India,Película,7.03,12140
960,La casa de los espíritus,1993,Estados Unidos,Película,6.28,12037
961,Ordet (La palabra),1955,Dinamarca,Película,8.23,11292
962,La linterna roja,1991,China,Película,8.0,11054
963,Cotton Club,1984,Estados Unidos,Película,6.94,9936
964,Nunca fuimos ángeles,1989,Estados Unidos,Película,5.86,8928
965,El río de la vida,1992,Estados Unidos,Película,6.55,8733
966,La sombra del vampiro,2000,Reino Unido,Película,6.28,7767
967,Tristana,1970,España,Película,7.57,7711
968,La leyenda del pianista en el océano,1998,Italia,Película,7.31,6792
969,Monsieur Verdoux,1947,Estados Unidos,Película,7.96,6681
970,1922,2017,Estados Unidos,Película,5.36,6592
971,La vida es bella,1997,Italia,Película,8.47,188331
972,En busca del arca perdida,1981,Estados Unidos,Película,7.83,131643
973,Indiana Jones y la última cruzada,1989,Estados Unidos,Película,7.81,117718
974,Indiana Jones y el templo maldito,1984,Estados Unidos,Película,7.42,109174
975,La milla verde,1999,Estados Unidos,Película,7.92,105523
976,El golpe,1973,Estados Unidos,Película,8.55,97864
977,El discurso del Rey,2010,Reino Unido,Película,7.37,90384
978,Camino a la perdición,2002,Estados Unidos,Película,7.57,81517
979,El Gran Hotel Budapest,2014,Estados Unidos,Película,7.25,68596
980,Dogville,2003,Dinamarca,Película,7.5,67246
981,Sonrisas y lágrimas,1965,Estados Unidos,Película,6.9,57013
982,Enemigos públicos,2009,Estados Unidos,Película,6.33,51427
983,La lengua de las mariposas,1999,España,Película,7.52,45191
984,Chinatown,1974,Estados Unidos,Película,7.9,44297
985,"Expiación, más allá de la pasión",2007,Reino Unido,Película,6.86,37778
986,O Brother!,2000,Estados Unidos,Película,6.78,35074
987,Cabaret,1972,Estados Unidos,Película,7.77,31327
988,La rosa púrpura de El Cairo,1985,Estados Unidos,Película,7.57,27712
989,La ladrona de libros,2013,Estados Unidos,Película,6.6,25226
990,Porco Rosso,1992,Japón,Película,7.41,24435
991,Mientras dure la guerra,2019,España,Película,6.78,23971
992,Los falsificadores,2007,Austria,Película,7.19,23965
993,Café Society,2016,Estados Unidos,Película,6.4,23224
994,Belle Époque,1992,España,Película,6.73,23190
995,La trinchera infinita,2019,España,Película,7.28,19568
996,Amarcord,1973,Italia,Película,7.98,18712
997,Las 13 rosas,2007,España,Película,6.62,18644
998,Acordes y desacuerdos,1999,Estados Unidos,Película,7.09,17786
999,Invencible (Unbroken),2014,Estados Unidos,Película,6.27,17309
1000,El cartero siempre llama dos veces,1946,Estados Unidos,Película,7.6,17199
1001,Bonnie y Clyde,1967,Estados Unidos,Película,7.36,16884
1002,La niña de tus ojos,1998,España,Película,6.23,16594
1003,Agua para elefantes,2011,Estados Unidos,Película,6.16,16270
1004,Gosford Park,2001,Reino Unido,Película,6.67,15025
1005,La doncella (The Handmaiden),2016,Corea del Sur,Película,7.63,13776
1006,Ip Man,2008,Hong Kong,Película,7.27,13147
1007,El padrino,1972,Estados Unidos,Película,9.04,170784
1008,Los otros,2001,España,Película,7.48,146687
1009,Una mente maravillosa,2001,Estados Unidos,Película,7.5,118100
1010,El laberinto del fauno,2006,España,Película,7.25,116869
1011,Los chicos del coro,2004,Francia,Película,7.63,82343
1012,La delgada línea roja,1998,Estados Unidos,Película,7.1,65857
1013,¿Quién engañó a Roger Rabbit?,1988,Estados Unidos,Película,6.54,64838
1014,The Imitation Game (Descifrando Enigma),2014,Reino Unido,Película,7.22,56098
1015,Gandhi,1982,Reino Unido,Película,7.36,39180
1016,La maldición del escorpión de jade,2001,Estados Unidos,Película,7.18,36099
1017,Hombres de honor,2000,Estados Unidos,Película,6.96,32511
1018,El hombre que nunca estuvo allí,2001,Estados Unidos,Película,7.31,29394
1019,Jojo Rabbit,2019,Nueva Zelanda,Película,7.16,28097
1020,Hasta el último hombre,2016,Estados Unidos,Película,7.18,28019
1021,Ray,2004,Estados Unidos,Película,7.1,24580
1022,Pa negre (Pan negro),2010,España,Película,6.76,24570
1023,Barton Fink,1991,Estados Unidos,Película,7.37,24454
1024,Gangster Squad: Brigada de élite,2013,Estados Unidos,Película,5.93,22871
1025,De aquí a la eternidad,1953,Estados Unidos,Película,7.76,21435
1026,El hogar de Miss Peregrine para niños peculiares,2016,Estados Unidos,Película,6.03,19219
1027,La voz dormida,2011,España,Película,7.2,18880
1028,El espíritu de la colmena,1973,España,Película,7.68,17577
1029,La dalia negra,2006,Estados Unidos,Película,5.36,17085
1030,El buen pastor,2006,Estados Unidos,Película,6.4,16334
1031,The Monuments Men,2014,Estados Unidos,Película,5.18,15843
1032,Días de radio,1987,Estados Unidos,Película,7.37,15677
1033,Camino a la libertad,2010,Estados Unidos,Película,6.44,14889
1034,Paperman (C),2012,Estados Unidos,Cortometraje,7.4,14833
1035,Aliados,2016,Estados Unidos,Película,6.19,14814
1036,"Adiós, muchachos",1987,Francia,Película,7.82,14289
1037,"Saló, o los 120 días de Sodoma",1975,Italia,Película,6.26,14234
1038,Trumbo. La lista negra de Hollywood,2015,Estados Unidos,Película,6.99,14087
1039,El instante más oscuro,2017,Reino Unido,Película,6.68,13614
1040,¿Vencedores o vencidos? (El juicio de Nuremberg),1961,Estados Unidos,Película,8.15,12204
1041,El viaje a ninguna parte,1986,España,Película,7.69,11274
1042,Europa,1991,Dinamarca,Película,7.33,9890
1043,Annabelle: Creation,2017,Estados Unidos,Película,5.46,9192
1044,Mr. Holmes,2015,Reino Unido,Película,6.01,8835
1045,Las cenizas de Ángela,1999,Estados Unidos,Película,6.89,8743
1046,Shutter Island,2010,Estados Unidos,Película,7.59,121242
1047,El club de los poetas muertos,1989,Estados Unidos,Película,7.62,115587
1048,L.A. Confidential,1997,Estados Unidos,Película,7.71,75942
1049,Indiana Jones y el reino de la calavera de cristal,2008,Estados Unidos,Película,5.45,72954
1050,Diarios de motocicleta,2004,Argentina,Película,7.28,51601
1051,El árbol de la vida,2011,Estados Unidos,Película,5.91,50715
1052,The Reader (El lector),2008,Estados Unidos,Película,7.22,48824
1053,Mi vecino Totoro,1988,Japón,Película,7.68,45998
1054,Revolutionary Road,2008,Estados Unidos,Película,6.94,45072
1055,Ed Wood,1994,Estados Unidos,Película,7.46,44196
1056,El puente de los espías,2015,Estados Unidos,Película,6.83,37643
1057,"Buenas noches, y buena suerte",2005,Estados Unidos,Película,6.8,31557
1058,El talento de Mr. Ripley,1999,Estados Unidos,Película,6.79,29408
1059,El cartero (y Pablo Neruda),1994,Italia,Película,7.38,26498
1060,En la cuerda floja,2005,Estados Unidos,Película,7.01,26370
1061,Truman Capote,2005,Estados Unidos,Película,6.59,25595
1062,Che: El argentino,2008,Estados Unidos,Película,6.58,25106
1063,El mayordomo,2013,Estados Unidos,Película,6.61,25072
1064,Sucker Punch,2011,Estados Unidos,Película,5.29,24809
1065,La sonrisa de Mona Lisa,2003,Estados Unidos,Película,5.51,23897
1066,El corazón del ángel,1987,Estados Unidos,Película,7.06,20348
1067,Carol,2015,Reino Unido,Película,6.95,20189
1068,El gigante de hierro,1999,Estados Unidos,Película,7.16,19643
1069,Lo que queda del día,1993,Reino Unido,Película,7.53,19198
1070,Hitchcock,2012,Estados Unidos,Película,6.18,18435
1071,Big Eyes,2014,Estados Unidos,Película,6.11,17426
1072,"¡Ave, César!",2016,Estados Unidos,Película,5.37,16813
1073,El hilo invisible,2017,Estados Unidos,Película,6.75,14822
1074,Cold War,2018,Polonia,Película,7.13,14164
1075,La vida en rosa,2007,Francia,Película,7.06,13238
1076,Pleasantville,1998,Estados Unidos,Película,6.79,13191
1077,El camino a casa,1999,China,Película,7.75,12868
1078,Musarañas,2014,España,Película,6.14,12428
1079,Forrest Gump,1994,Estados Unidos,Película,8.18,198361
1080,Atrápame si puedes,2002,Estados Unidos,Película,7.28,84911
1081,Brokeback Mountain (En terreno vedado),2005,Estados Unidos,Película,7.03,76587
1082,American Gangster,2007,Estados Unidos,Película,7.56,75019
1083,Zodiac,2007,Estados Unidos,Película,6.8,65873
1084,X-Men: Primera generación,2011,Estados Unidos,Película,6.78,62475
1085,Érase una vez en... Hollywood,2019,Estados Unidos,Película,7.06,46864
1086,La teoría del todo,2014,Reino Unido,Película,7.04,45453
1087,La forma del agua,2017,Estados Unidos,Película,6.46,41988
1088,Una historia del Bronx (A Bronx Tale),1993,Estados Unidos,Película,7.79,41850
1089,Los santos inocentes,1984,España,Película,8.13,40742
1090,Deseando amar,2000,Hong Kong,Película,7.79,36605
1091,Men In Black 3 (Hombres de negro III),2012,Estados Unidos,Película,5.74,35991
1092,Fuga de Alcatraz,1979,Estados Unidos,Película,7.6,32801
1093,Un mundo perfecto,1993,Estados Unidos,Película,7.36,32789
1094,Mad Men (Serie de TV),2007,Estados Unidos,Serie de TV,7.92,32644
1095,Cuéntame cómo pasó (Serie de TV),2001,España,Serie de TV,6.28,29645
1096,Dolor y gloria,2019,España,Película,6.88,29057
1097,Frequency,2000,Estados Unidos,Película,6.44,27745
1098,Huracán Carter,1999,Estados Unidos,Película,7.24,27515
1099,J.F.K.: Caso abierto,1991,Estados Unidos,Película,7.5,27163
1100,Los Minions,2015,Estados Unidos,Película,5.72,26376
1101,Operación U.N.C.L.E.,2015,Estados Unidos,Película,6.41,25017
1102,A propósito de Llewyn Davis,2013,Estados Unidos,Película,6.66,24852
1103,2046,2004,Hong Kong,Película,7.06,24041
1104,Vivir es fácil con los ojos cerrados,2013,España,Película,6.46,23917
1105,An Education,2009,Reino Unido,Película,6.64,23116
1106,Despertares,1990,Estados Unidos,Película,7.34,22831
1107,Un tipo serio,2009,Estados Unidos,Película,6.13,22664
1108,Uno de los nuestros,1990,Estados Unidos,Película,8.37,109707
1109,El secreto de sus ojos,2009,Argentina,Película,8.1,83581
1110,Casino,1995,Estados Unidos,Película,8.06,76103
1111,En el nombre del padre,1993,Irlanda,Película,8.16,76092
1112,Argo,2012,Estados Unidos,Película,7.15,75747
1113,El padrino. Parte III,1990,Estados Unidos,Película,7.8,72726
1114,Miedo y asco en Las Vegas,1998,Estados Unidos,Película,6.81,55545
1115,Munich,2005,Estados Unidos,Película,7.13,54322
1116,Expediente Warren: The Conjuring,2013,Estados Unidos,Película,6.82,48153
1117,La gran estafa americana,2013,Estados Unidos,Película,6.33,45919
1118,Bohemian Rhapsody,2018,Reino Unido,Película,7.27,45145
1119,Balada triste de trompeta,2010,España,Película,5.6,41282
1120,Narcos (Serie de TV),2015,Estados Unidos,Serie de TV,7.92,38459
1121,Atrapado por su pasado,1993,Estados Unidos,Película,7.87,38365
1122,Sombras tenebrosas,2012,Estados Unidos,Película,5.25,35600
1123,Blow,2001,Estados Unidos,Película,6.85,32643
1124,Mi nombre es Harvey Milk,2008,Estados Unidos,Película,7.04,31807
1125,Apolo 13 (Apolo XIII),1995,Estados Unidos,Película,6.42,27770
1126,El Lobo,2004,España,Película,6.57,27444
1127,Donnie Brasco,1997,Estados Unidos,Película,7.31,25806
1128,Ali,2001,Estados Unidos,Película,6.44,25640
1129,Roma,2018,México,Película,7.02,25485
1130,Fargo II (Miniserie de TV),2015,Estados Unidos,Miniserie de TV,8.07,24967
1131,The Lovely Bones,2009,Nueva Zelanda,Película,6.11,23852
1132,Casi famosos,2000,Estados Unidos,Película,6.85,23727
1133,Salvador (Puig Antich),2006,España,Película,7.21,23668
1134,Boogie Nights,1997,Estados Unidos,Película,7.27,23553
1135,El topo,2011,Reino Unido,Película,6.42,23040
1136,Mindhunter (Serie de TV),2017,Estados Unidos,Serie de TV,7.81,22932
1137,Expediente Warren: El caso Enfield,2016,Estados Unidos,Película,6.55,21724
1138,Mi chica,1991,Estados Unidos,Película,6.28,21005
1139,Dos buenos tipos,2016,Estados Unidos,Película,6.17,20553
1140,Nacido el cuatro de julio,1989,Estados Unidos,Película,6.71,20438
1141,Kong: La isla calavera,2017,Estados Unidos,Película,5.75,20426
1142,Big Fish,2003,Estados Unidos,Película,7.9,128614
1143,El curioso caso de Benjamin Button,2008,Estados Unidos,Película,7.24,120873
1144,No es país para viejos,2007,Estados Unidos,Película,7.15,109200
1145,El lobo de Wall Street,2013,Estados Unidos,Película,7.55,98669
1146,Fargo,1996,Estados Unidos,Película,7.8,97081
1147,En busca de la felicidad,2006,Estados Unidos,Película,7.47,81087
1148,Donnie Darko,2001,Estados Unidos,Película,7.41,76907
1149,Watchmen,2009,Estados Unidos,Película,6.82,76055
1150,"Good Bye, Lenin!",2003,Alemania,Película,7.58,75406
1151,La vida de los otros,2006,Alemania,Película,8.04,74035
1152,Billy Elliot (Quiero bailar),2000,Reino Unido,Película,7.41,69550
1153,La isla mínima,2014,España,Película,7.19,68113
1154,Joker,2019,Estados Unidos,Película,8.01,61728
1155,American Psycho,2000,Estados Unidos,Película,6.6,58655
1156,Stranger Things (Serie de TV),2016,Estados Unidos,Serie de TV,7.87,58096
1157,El señor de la guerra,2005,Estados Unidos,Película,7.15,55288
1158,Dallas Buyers Club,2013,Estados Unidos,Película,7.48,52524
1159,Hulk,2003,Estados Unidos,Película,4.88,49008
1160,The Fighter,2010,Estados Unidos,Película,7.17,44239
1161,El dragón rojo,2002,Estados Unidos,Película,6.52,39259
1162,Chernobyl (Miniserie de TV),2019,Estados Unidos,Miniserie de TV,8.45,39070
1163,Alta fidelidad,2000,Estados Unidos,Película,7.12,35334
1164,Grupo 7,2012,España,Película,6.49,33576
1165,Stranger Things 2 (Serie de TV),2017,Estados Unidos,Serie de TV,7.42,30133
1166,Monster,2003,Estados Unidos,Película,6.6,28755
1167,"Jarhead, el infierno espera",2005,Estados Unidos,Película,6.41,26807
1168,X-Men: Apocalipsis,2016,Estados Unidos,Película,5.94,26597
1169,TRON: Legacy,2010,Estados Unidos,Película,5.59,26428
1170,Black Mirror: San Junipero (TV),2016,Reino Unido,TV,7.69,25774
1171,Call Me by Your Name,2017,Italia,Película,7.3,24677
1172,Dark (Serie de TV),2017,Alemania,Serie de TV,7.59,23954
1173,Terminator Génesis,2015,Estados Unidos,Película,5.26,21528
1174,Memories of Murder (Crónica de un asesino en serie),2003,Corea del Sur,Película,7.58,20443
1175,Mar adentro,2004,España,Película,7.23,99995
1176,Hacia rutas salvajes (Into the Wild),2007,Estados Unidos,Película,7.62,67249
1177,Invictus,2009,Estados Unidos,Película,6.96,66251
1178,La tormenta perfecta,2000,Estados Unidos,Película,5.55,56828
1179,Los crímenes de Oxford,2008,España,Película,5.69,48724
1180,Adaptation. El ladrón de orquídeas,2002,Estados Unidos,Película,7.14,41127
1181,8 millas,2002,Estados Unidos,Película,5.78,32194
1182,Spy Game (Juego de espías),2001,Estados Unidos,Película,6.55,25132
1183,Capitana Marvel,2019,Estados Unidos,Película,5.92,23721
1184,"Yo, Tonya",2017,Estados Unidos,Película,6.99,21600
1185,Verónica,2017,España,Película,6.27,20307
1186,El hombre de las mil caras,2016,España,Película,6.66,19410
1187,Amor y otras drogas,2010,Estados Unidos,Película,5.64,18855
1188,Nunca me abandones,2010,Reino Unido,Película,6.51,18768
1189,Dolor y dinero,2013,Estados Unidos,Película,5.77,18122
1190,Cruce de caminos,2012,Estados Unidos,Película,6.46,16519
1191,Black Mass: Estrictamente criminal,2015,Estados Unidos,Película,6.14,16512
1192,One Day (Siempre el mismo día),2011,Estados Unidos,Película,6.28,15057
1193,The Jacket,2005,Estados Unidos,Película,6.29,14585
1194,La deuda,2010,Estados Unidos,Película,6.44,14075
1195,La guerra de Charlie Wilson,2007,Estados Unidos,Película,6.18,14074
1196,Entrenador Carter,2005,Estados Unidos,Película,6.62,13557
1197,Richard Jewell,2019,Estados Unidos,Película,7.07,13072
1198,Jobs,2013,Estados Unidos,Película,5.2,12721
1199,Caminando entre las tumbas,2014,Estados Unidos,Película,5.79,12706
1200,Alma salvaje,2014,Estados Unidos,Película,6.45,12678
1201,X-Men: Fénix Oscura,2019,Estados Unidos,Película,5.06,12403
1202,Alpha Dog,2006,Estados Unidos,Película,6.32,11595
1203,Arac Attack,2002,Estados Unidos,Película,3.43,10150
1204,Aracnofobia,1990,Estados Unidos,Película,4.95,8271
1205,Arachnid,2001,España,Película,2.32,1957
1206,La telaraña de Carlota (Charlotte's Web),2006,Estados Unidos,Película,5.6,1838
1207,Tarántula,1955,Estados Unidos,Película,5.98,1332
1208,Lavalantula (TV),2015,Estados Unidos,TV,2.9,798
1209,Big Ass Spider,2013,Estados Unidos,Película,4.0,683
1210,The Lost Spider Pit Sequence (C),2005,Nueva Zelanda,Cortometraje,5.89,648
1211,Loom (C),2010,Alemania,Cortometraje,6.25,536
1212,Tarántula,1977,Estados Unidos,Película,4.83,467
1213,Spiders,2013,Estados Unidos,Película,2.5,442
1214,Arañas devoradoras (TV),2007,Estados Unidos,TV,1.81,376
1215,Guardianes de la Tumba,2018,Australia,Película,3.33,375
1216,Arachnoquake (TV) (TV),2012,Estados Unidos,TV,1.84,364
1217,Arañas asesinas (TV),2007,Estados Unidos,TV,1.84,294
1218,The Plague (C),2020,Reino Unido,Cortometraje,5.05,252
1219,Arañas del desierto,2011,Estados Unidos,Película,1.75,241
1220,La araña vampiro,2012,Argentina,Película,4.78,233
1221,La telaraña de Carlota,1973,Estados Unidos,Película,6.3,230
1222,Lavalantula 2 (TV),2016,Estados Unidos,TV,2.64,225
1223,Aracnofobia II,2000,Estados Unidos,Película,2.56,168
1224,La araña,1958,Estados Unidos,Película,4.84,148
1225,The Spider and the Fly (C),1931,Estados Unidos,Cortometraje,5.57,143
1226,Araña mutante (TV),2001,Estados Unidos,TV,3.49,134
1227,La araña de oro (C),1909,Francia,Cortometraje,6.02,121
1228,Mon Mon the Water Spider (C),2006,Japón,Cortometraje,7.1,92
1229,Spiders on a Web (C),1900,Reino Unido,Cortometraje,3.78,85
1230,Criaturas asesinas,2001,Estados Unidos,Película,2.6,81
1231,La migala (C),2011,España,Cortometraje,5.72,68
1232,La invasión de las arañas gigantes,1975,Estados Unidos,Película,3.22,63
1233,El ataque de las mujeres araña,1953,Estados Unidos,Película,3.47,59
1234,L'abeille et la rose (C),1908,Francia,Cortometraje,4.33,55
1235,Wasurenagumo,2012,Japón,Película,6.2,40
1236,Telaraña letal (TV),2003,Estados Unidos,TV,3.29,38
1237,Insectula!,2015,Estados Unidos,Película,2.86,35
1238,La telaraña de Carlota 2: La gran aventura de Wilbur,2003,Estados Unidos,Película,4.82,33
1239,Carga mortal (TV),1977,Estados Unidos,TV,4.59,32
1240,Mi tío,1958,Francia,Película,7.6,9599
1241,En construcción,2001,España,Película,7.19,6972
1242,El manantial,1949,Estados Unidos,Película,7.56,5172
1243,Columbus,2017,Estados Unidos,Película,6.87,2179
1244,Un extraño en mi vida,1960,Estados Unidos,Película,7.63,2098
1245,La catedral del mar (Miniserie de TV),2018,España,Miniserie de TV,6.12,2090
1246,El vientre del arquitecto,1987,Reino Unido,Película,6.86,1892
1247,Enredos de sociedad,2001,Estados Unidos,Película,4.3,975
1248,Mega construcciones (Serie de TV),2003,Estados Unidos,Serie de TV,5.83,797
1249,"El árbol, el alcalde y la mediateca",1993,Francia,Película,6.78,712
1250,Megaestructuras (Serie de TV),2004,Estados Unidos,Serie de TV,5.96,707
1251,Las grietas de Jara,2017,Argentina,Película,5.34,652
1252,"¿Cuánto pesa su edificio, Sr. Foster?",2010,Reino Unido,Película,6.43,650
1253,Anónimo veneciano,1970,Italia,Película,6.04,536
1254,Edificio España,2012,España,Película,5.8,407
1255,Apuntes de Frank Gehry,2005,Estados Unidos,Película,6.35,340
1256,Mi arquitecto: el viaje de un hijo,2003,Estados Unidos,Película,6.81,208
1257,Antonio Gaudí,1984,Japón,Película,6.59,200
1258,Ingeniería Romana (Serie de TV),2015,España,Serie de TV,8.62,194
1259,Perdón por existir,2014,Italia,Película,5.91,172
1260,Aquarium (C),1975,España,Cortometraje,4.96,167
1261,Las casas más extraordinarias del mundo (Serie de TV),2017,Reino Unido,Serie de TV,6.43,159
1262,La escala humana,2012,Dinamarca,Película,6.63,150
1263,Megaestructuras Nazis (Serie de TV),2013,Estados Unidos,Serie de TV,6.53,133
1264,Citizen Jane: Battle for the City,2016,Estados Unidos,Película,7.02,132
1265,The Architect,2016,Estados Unidos,Película,3.85,131
1266,Arabesque for Kenneth Anger (C),1961,Estados Unidos,Cortometraje,6.32,119
1267,This is Art (Serie de TV),2017,España,Serie de TV,7.63,117
1268,Building Up and Demolishing the Star Theatre (C),1901,Estados Unidos,Cortometraje,6.54,114
1269,La condena,1990,Italia,Película,6.43,95
1270,Oscar Niemeyer - La vida es un soplo,2007,Brasil,Película,7.41,94
1271,The Design (C),1981,Checoslovaquia,Cortometraje,6.24,91
1272,El puente de Storstrøm (C),1950,Dinamarca,Cortometraje,5.93,86
1273,House D (C),2011,Eslovenia,Cortometraje,3.31,85
1274,Las claves del Románico (Serie de TV),2002,España,Serie de TV,8.05,77
1275,La tour (C),1928,Francia,Cortometraje,6.36,76
1276,Ocharcoaga (C),1961,España,Cortometraje,5.48,75
1277,Civilisations (Miniserie de TV),2018,Reino Unido,Miniserie de TV,7.31,71
1278,Un castillo dentro de un castillo (C),1955,Dinamarca,Cortometraje,5.19,70
1279,La casa de la cascada (C),2007,España,Cortometraje,4.35,69
1280,The Architect,2006,Estados Unidos,Película,5.46,69
1281,La ciudad es nuestra,1975,España,Película,7.05,57
1282,Future by Design,2006,Estados Unidos,Película,6.96,50
1283,Love Casa Batlló (C),2014,España,Cortometraje,5.25,48
1284,Ingeniería de lo imposible (Miniserie de TV),2007,Estados Unidos,Miniserie de TV,6.96,48
1285,Architecture in Animation (C),2015,España,Cortometraje,4.28,47
1286,Erection (C),1971,Reino Unido,Cortometraje,3.57,47
1287,The New Rijksmuseum - The Film,2014,Países Bajos (Holanda),Película,6.56,45
1288,Shift (C),1982,Japón,Cortometraje,5.62,45
1289,Matrix,1999,Estados Unidos,Película,7.93,191728
1290,Kill Bill. Volumen 1,2003,Estados Unidos,Película,7.61,182817
1291,Kill Bill. Volumen 2,2004,Estados Unidos,Película,7.65,137769
1292,Dragon Ball Z (Serie de TV),1989,Japón,Serie de TV,7.83,74155
1293,Dragon Ball (Bola de Dragón) (Serie de TV),1986,Japón,Serie de TV,7.84,72527
1294,Kung Fu Panda,2008,Estados Unidos,Película,6.52,68219
1295,Tigre y dragón,2000,Taiwán,Película,6.96,61133
1296,El pacto de los lobos,2001,Francia,Película,5.78,49865
1297,La casa de las dagas voladoras,2004,China,Película,6.96,40536
1298,Los Caballeros del Zodiaco (Serie de TV),1986,Japón,Serie de TV,7.13,35986
1299,Hero,2002,China,Película,7.28,34150
1300,Dragon Ball GT (Serie de TV),1996,Japón,Serie de TV,5.99,29496
1301,The Karate Kid,2010,Estados Unidos,Película,5.76,28873
1302,Operación Dragón,1973,Estados Unidos,Película,6.98,28305
1303,Warrior,2011,Estados Unidos,Película,7.36,26634
1304,Equilibrium,2002,Estados Unidos,Película,6.5,23318
1305,"Street Fighter, la última batalla",1994,Estados Unidos,Película,2.7,21430
1306,Kung Fu Panda 2,2011,Estados Unidos,Película,6.16,19364
1307,"Airbender, el último guerrero",2010,Estados Unidos,Película,4.32,18967
1308,Ranma ½ (Serie de TV),1989,Japón,Serie de TV,6.98,18146
1309,Dragonball Evolution,2009,Estados Unidos,Película,1.6,17989
1310,Ong Bak: El guerrero Muay Thai,2003,Tailandia,Película,5.94,17724
1311,Naruto (Serie de TV),2002,Japón,Serie de TV,6.82,17335
1312,Golpe en la pequeña China,1986,Estados Unidos,Película,6.44,17335
1313,Danny the Dog,2005,Francia,Película,6.08,16547
1314,Redada asesina (The Raid),2011,Indonesia,Película,6.66,15479
1315,Kung Fu Sion,2004,Hong Kong,Película,5.88,14787
1316,Shaolin Soccer,2001,Hong Kong,Película,5.99,14599
1317,El monje,2003,Estados Unidos,Película,4.54,13731
1318,Karate Kid II: La historia continúa,1986,Estados Unidos,Película,4.84,13720
1319,Mortal Kombat,1995,Estados Unidos,Película,3.8,12860
1320,El esmoquin,2002,Estados Unidos,Película,3.97,11314
1321,Kickboxer,1989,Estados Unidos,Película,5.45,10819
1322,El único (The One),2001,Estados Unidos,Película,4.87,10751
1323,Karate Kid III: El desafío final,1989,Estados Unidos,Película,4.17,9902
1324,Contacto sangriento,1988,Estados Unidos,Película,5.72,9717
1325,El furor del dragón,1972,Hong Kong,Película,6.54,9435
1326,Romeo debe morir,2000,Estados Unidos,Película,5.05,9418
1327,"Dragon, la vida de Bruce Lee",1993,Estados Unidos,Película,6.18,9382
1328,Naruto: Shippûden (Serie de TV),2007,Japón,Serie de TV,7.31,8857
1329,Duro de matar,1995,Hong Kong,Película,5.54,8572
1330,Rompiendo las reglas,2008,Estados Unidos,Película,5.56,8414
1331,El reino prohibido,2008,Estados Unidos,Película,5.64,8328
1332,Cobra Kai (Serie de TV),2018,Estados Unidos,Serie de TV,7.43,8212
1333,El beso del dragón,2001,Estados Unidos,Película,5.87,8074
1334,El silencio de los corderos,1991,Estados Unidos,Película,8.21,170666
1335,Seven,1995,Estados Unidos,Película,8.26,170654
