id_peli,id_act
1053,137
1068,137
1100,137
1211,137
1221,137
1225,137
1228,137
1235,137
1238,137
1271,137
1279,137
1285,137
1292,137
1293,137
1294,137
1298,137
1300,137
1306,137
1308,137
1311,137
1328,137
1375,137
1397,137
1403,137
1406,137
1471,137
1498,137
1500,137
1510,137
1512,137
1518,137
1519,137
1521,137
1524,137
1537,137
1541,137
1545,137
1548,137
1555,137
1556,137
1557,137
1558,137
1559,137
1562,137
1563,137
1564,137
1565,137
1566,137
1568,137
1570,137
1573,137
1574,137
1577,137
1581,137
1582,137
1584,137
1589,137
1591,137
1592,137
1593,137
1594,137
1595,137
1596,137
1597,137
1623,137
1645,137
1675,137
1688,137
1702,137
1707,137
1722,137
1726,137
1727,137
1728,137
1730,137
1741,137
1744,137
1745,137
1771,137
1774,137
1777,137
1870,137
1875,137
1876,137
1878,137
1904,137
1913,137
1920,137
1935,137
1936,137
1977,137
2001,137
2005,137
2054,137
2074,137
2074,137
2116,137
2122,137
2131,137
2132,137
2135,137
2141,137
2150,137
2189,137
2196,137
2218,137
2226,137
2239,137
2281,137
2294,137
2296,137
2310,137
2313,137
2315,137
2320,137
2321,137
2333,137
2387,137
2388,137
2421,137
2435,137
2439,137
2452,137
2461,137
2465,137
2467,137
2472,137
2475,137
2478,137
2479,137
2480,137
2482,137
2529,137
2544,137
2549,137
2561,137
2609,137
2622,137
2646,137
2652,137
2653,137
2658,137
2664,137
2664,137
2669,137
2672,137
2676,137
2677,137
2679,137
2681,137
2683,137
2685,137
2687,137
2688,137
2695,137
2697,137
2702,137
2751,137
2832,137
2840,137
2841,137
2858,137
2865,137
2869,137
2870,137
2871,137
2872,137
2873,137
2874,137
2875,137
2876,137
2877,137
2878,137
2879,137
2880,137
2881,137
2882,137
2883,137
2884,137
2885,137
2886,137
2887,137
2888,137
2889,137
2890,137
2891,137
2892,137
2893,137
2894,137
2895,137
2896,137
2897,137
2898,137
2899,137
2900,137
2901,137
2902,137
2903,137
2904,137
2905,137
2906,137
2907,137
2908,137
2909,137
2910,137
2911,137
2912,137
2913,137
2914,137
2915,137
2922,137
2932,137
2943,137
2956,137
2959,137
2987,137
3003,137
3008,137
3036,137
3039,137
3041,137
3045,137
3046,137
3047,137
3048,137
3049,137
3053,137
3055,137
3080,137
3090,137
3133,137
3142,137
3147,137
3148,137
3176,137
3185,137
3191,137
3486,137
3501,137
3502,137
3505,137
3521,137
3533,137
3538,137
3554,137
3566,137
3569,137
3606,137
3609,137
3610,137
3611,137
3611,137
3612,137
3613,137
3614,137
3615,137
3616,137
3617,137
3618,137
3619,137
3620,137
3621,137
3622,137
3623,137
3624,137
3625,137
3626,137
3627,137
3628,137
3629,137
3630,137
3631,137
3632,137
3633,137
3634,137
3635,137
3636,137
3637,137
3638,137
3639,137
3640,137
3641,137
3642,137
3643,137
3644,137
3645,137
3646,137
3647,137
3648,137
3649,137
3650,137
3676,137
3686,137
3688,137
3752,137
3753,137
3754,137
3756,137
3757,137
3758,137
3760,137
3761,137
3763,137
3771,137
3776,137
3778,137
3779,137
3781,137
3794,137
3811,137
3814,137
3816,137
3817,137
3820,137
3821,137
3823,137
3824,137
3836,137
3844,137
3853,137
3856,137
3858,137
3860,137
3863,137
3873,137
3877,137
3880,137
3906,137
3909,137
3914,137
3915,137
3937,137
4024,137
4025,137
4028,137
4030,137
4034,137
4036,137
4039,137
4040,137
4042,137
4044,137
4045,137
4047,137
4048,137
4049,137
4050,137
4051,137
4055,137
4058,137
4060,137
4062,137
4130,137
4170,137
4174,137
4205,137
4206,137
4207,137
4208,137
4212,137
4213,137
4214,137
4215,137
4216,137
4217,137
4218,137
4219,137
4220,137
4224,137
4225,137
4226,137
4228,137
4229,137
4230,137
4231,137
4233,137
4235,137
4235,137
4236,137
4239,137
4240,137
4242,137
4243,137
4244,137
4245,137
4246,137
4247,137
4248,137
4248,137
4249,137
4292,137
4293,137
4294,137
4607,137
4608,137
4609,137
4610,137
4611,137
4612,137
4613,137
4614,137
4615,137
4616,137
4617,137
4618,137
4619,137
4620,137
4621,137
4622,137
4623,137
4624,137
4625,137
4626,137
4627,137
4628,137
4629,137
4630,137
4631,137
4632,137
4634,137
4636,137
4637,137
4638,137
4639,137
4640,137
4641,137
4644,137
4645,137
4646,137
4648,137
4650,137
4652,137
4653,137
4655,137
4659,137
4660,137
4661,137
4664,137
4665,137
4668,137
4669,137
4672,137
4675,137
4676,137
4678,137
4679,137
4680,137
4681,137
4683,137
4684,137
4685,137
4687,137
4688,137
4689,137
4693,137
4927,137
4928,137
4938,137
4944,137
5034,137
